RUN	basic.ListarAnuncios	listaranuncios	1603302399639	teste	3.0.2
REQUEST	31		request_1	1603302418807	1603302418833	OK	 
REQUEST	9		req_login_iframe	1603302418806	1603302418837	OK	 
REQUEST	2		request_1	1603302418796	1603302418836	OK	 
REQUEST	22		request_1	1603302418797	1603302418837	OK	 
REQUEST	24		request_1	1603302418806	1603302418839	OK	 
REQUEST	32		request_1	1603302418812	1603302418839	OK	 
REQUEST	6		request_1	1603302418802	1603302418841	OK	 
REQUEST	32		req_login_iframe	1603302418813	1603302418841	OK	 
REQUEST	5		request_1	1603302418811	1603302418842	OK	 
REQUEST	11		req_login_iframe	1603302418807	1603302418842	OK	 
REQUEST	30		request_1	1603302418802	1603302418842	OK	 
REQUEST	11		request_1	1603302418796	1603302418842	OK	 
REQUEST	10		req_login_iframe	1603302418799	1603302418842	OK	 
REQUEST	7		request_1	1603302418806	1603302418844	OK	 
REQUEST	17		request_1	1603302418811	1603302418845	OK	 
REQUEST	16		request_1	1603302418816	1603302418845	OK	 
REQUEST	20		request_1	1603302418809	1603302418846	OK	 
REQUEST	27		request_1	1603302418815	1603302418847	OK	 
REQUEST	24		req_login_iframe	1603302418807	1603302418847	OK	 
REQUEST	23		req_login_iframe	1603302418802	1603302418847	OK	 
REQUEST	7		req_login_iframe	1603302418807	1603302418848	OK	 
REQUEST	17		req_login_iframe	1603302418812	1603302418849	OK	 
REQUEST	2		req_login_iframe	1603302418798	1603302418848	OK	 
REQUEST	34		request_1	1603302418815	1603302418849	OK	 
REQUEST	19		req_login_iframe	1603302418805	1603302418851	OK	 
REQUEST	25		request_1	1603302418818	1603302418854	OK	 
REQUEST	22		req_login_iframe	1603302418798	1603302418860	OK	 
REQUEST	21		request_1	1603302418820	1603302418860	OK	 
REQUEST	4		request_1	1603302418827	1603302418860	OK	 
REQUEST	26		request_1	1603302418822	1603302418860	OK	 
REQUEST	20		req_login_iframe	1603302418822	1603302418861	OK	 
REQUEST	30		req_login_iframe	1603302418803	1603302418862	OK	 
REQUEST	26		req_login_iframe	1603302418824	1603302418864	OK	 
REQUEST	5		req_login_iframe	1603302418812	1603302418864	OK	 
REQUEST	6		req_login_iframe	1603302418803	1603302418865	OK	 
REQUEST	8		req_login_iframe	1603302418800	1603302418865	OK	 
REQUEST	12		request_1	1603302418820	1603302418867	OK	 
REQUEST	31		req_login_iframe	1603302418808	1603302418867	OK	 
REQUEST	34		req_login_iframe	1603302418819	1603302418867	OK	 
REQUEST	3		request_1	1603302418821	1603302418868	OK	 
REQUEST	27		req_login_iframe	1603302418816	1603302418868	OK	 
REQUEST	29		request_1	1603302418826	1603302418868	OK	 
REQUEST	18		request_1	1603302418833	1603302418868	OK	 
REQUEST	29		req_login_iframe	1603302418828	1603302418869	OK	 
REQUEST	33		request_1	1603302418830	1603302418870	OK	 
REQUEST	28		request_1	1603302418835	1603302418870	OK	 
REQUEST	13		req_login_iframe	1603302418823	1603302418871	OK	 
REQUEST	12		req_login_iframe	1603302418831	1603302418872	OK	 
REQUEST	1		request_1	1603302418823	1603302418872	OK	 
REQUEST	1		req_login_iframe	1603302418824	1603302418873	OK	 
REQUEST	14		req_login_iframe	1603302418798	1603302418873	OK	 
REQUEST	15		request_3	1603302418798	1603302418890	OK	 
REQUEST	15		request_4	1603302418799	1603302418891	OK	 
REQUEST	10		request_3	1603302418798	1603302418892	OK	 
REQUEST	10		request_4	1603302418798	1603302418892	OK	 
REQUEST	9		request_3	1603302418805	1603302418893	OK	 
REQUEST	9		request_4	1603302418806	1603302418893	OK	 
REQUEST	31		request_3	1603302418807	1603302418894	OK	 
REQUEST	8		request_3	1603302418799	1603302418894	OK	 
REQUEST	14		request_3	1603302418797	1603302418897	OK	 
REQUEST	14		request_4	1603302418797	1603302418897	OK	 
REQUEST	30		request_3	1603302418802	1603302418898	OK	 
REQUEST	30		request_4	1603302418803	1603302418907	OK	 
REQUEST	21		req_login_iframe	1603302418821	1603302418907	OK	 
REQUEST	4		req_login_iframe	1603302418828	1603302418908	OK	 
REQUEST	18		req_login_iframe	1603302418834	1603302418908	OK	 
REQUEST	16		req_login_iframe	1603302418818	1603302418910	OK	 
REQUEST	3		req_login_iframe	1603302418822	1603302418910	OK	 
REQUEST	25		req_login_iframe	1603302418819	1603302418910	OK	 
REQUEST	9		req_login_iframe	1603302418806	1603302418913	OK	 
REQUEST	31		request_4	1603302418807	1603302418914	OK	 
REQUEST	8		request_4	1603302418800	1603302418914	OK	 
REQUEST	15		req_login_iframe	1603302418800	1603302418914	OK	 
REQUEST	5		request_4	1603302418812	1603302418914	OK	 
REQUEST	5		request_3	1603302418812	1603302418915	OK	 
REQUEST	23		request_4	1603302418797	1603302418916	OK	 
REQUEST	11		request_3	1603302418807	1603302418916	OK	 
REQUEST	23		req_login_iframe	1603302418802	1603302418916	OK	 
REQUEST	22		request_4	1603302418798	1603302418916	OK	 
REQUEST	28		req_login_iframe	1603302418836	1603302418917	OK	 
REQUEST	23		request_3	1603302418797	1603302418917	OK	 
REQUEST	22		request_3	1603302418797	1603302418917	OK	 
REQUEST	33		req_login_iframe	1603302418832	1603302418917	OK	 
REQUEST	19		request_3	1603302418797	1603302418917	OK	 
REQUEST	19		req_login_iframe	1603302418805	1603302418918	OK	 
REQUEST	19		request_4	1603302418804	1603302418918	OK	 
REQUEST	24		request_4	1603302418807	1603302418921	OK	 
REQUEST	21		request_3	1603302418820	1603302418921	OK	 
REQUEST	2		request_3	1603302418797	1603302418921	OK	 
REQUEST	20		request_3	1603302418809	1603302418922	OK	 
REQUEST	20		req_login_iframe	1603302418823	1603302418922	OK	 
REQUEST	24		request_3	1603302418806	1603302418922	OK	 
REQUEST	21		request_4	1603302418820	1603302418922	OK	 
REQUEST	2		request_4	1603302418797	1603302418922	OK	 
REQUEST	26		request_3	1603302418823	1603302418922	OK	 
REQUEST	2		req_login_iframe	1603302418798	1603302418922	OK	 
REQUEST	24		req_login_iframe	1603302418807	1603302418922	OK	 
REQUEST	10		req_login_iframe	1603302418800	1603302418922	OK	 
REQUEST	20		request_4	1603302418810	1603302418922	OK	 
REQUEST	7		request_3	1603302418806	1603302418921	OK	 
REQUEST	25		request_3	1603302418818	1603302418923	OK	 
REQUEST	7		req_login_iframe	1603302418808	1603302418923	OK	 
REQUEST	27		request_3	1603302418815	1603302418922	OK	 
REQUEST	25		req_login_iframe	1603302418820	1603302418923	OK	 
REQUEST	27		request_4	1603302418816	1603302418923	OK	 
REQUEST	7		request_4	1603302418807	1603302418923	OK	 
REQUEST	17		request_4	1603302418812	1603302418923	OK	 
REQUEST	3		request_3	1603302418821	1603302418924	OK	 
REQUEST	11		req_login_iframe	1603302418808	1603302418924	OK	 
REQUEST	3		req_login_iframe	1603302418823	1603302418924	OK	 
REQUEST	32		req_login_iframe	1603302418813	1603302418924	OK	 
REQUEST	17		request_3	1603302418812	1603302418924	OK	 
REQUEST	32		request_3	1603302418812	1603302418924	OK	 
REQUEST	17		req_login_iframe	1603302418813	1603302418925	OK	 
REQUEST	26		request_4	1603302418823	1603302418927	OK	 
REQUEST	21		req_login_iframe	1603302418821	1603302418927	OK	 
REQUEST	16		req_login_iframe	1603302418818	1603302418927	OK	 
REQUEST	1		request_3	1603302418824	1603302418928	OK	 
REQUEST	4		req_login_iframe	1603302418829	1603302418928	OK	 
REQUEST	12		request_3	1603302418830	1603302418927	OK	 
REQUEST	11		request_4	1603302418807	1603302418928	OK	 
REQUEST	4		request_4	1603302418828	1603302418928	OK	 
REQUEST	12		request_4	1603302418830	1603302418928	OK	 
REQUEST	25		request_4	1603302418819	1603302418938	OK	 
REQUEST	32		request_4	1603302418812	1603302418938	OK	 
REQUEST	4		request_3	1603302418827	1603302418938	OK	 
REQUEST	28		request_3	1603302418835	1603302418938	OK	 
REQUEST	13		request_3	1603302418809	1603302418938	OK	 
REQUEST	16		request_4	1603302418817	1603302418939	OK	 
REQUEST	13		request_4	1603302418822	1603302418939	OK	 
REQUEST	16		request_3	1603302418817	1603302418939	OK	 
REQUEST	34		request_4	1603302418819	1603302418939	OK	 
REQUEST	6		request_4	1603302418803	1603302418940	OK	 
REQUEST	1		request_4	1603302418824	1603302418940	OK	 
REQUEST	3		request_4	1603302418821	1603302418940	OK	 
REQUEST	33		req_login_iframe	1603302418832	1603302418940	OK	 
REQUEST	6		request_3	1603302418803	1603302418940	OK	 
USER	ListarAnuncios3	52	START	1603302418942	1603302418942
REQUEST	34		req_login_iframe	1603302418820	1603302418944	OK	 
REQUEST	29		request_4	1603302418827	1603302418944	OK	 
REQUEST	28		req_login_iframe	1603302418837	1603302418944	OK	 
REQUEST	33		request_4	1603302418831	1603302418944	OK	 
REQUEST	34		request_3	1603302418815	1603302418945	OK	 
REQUEST	28		request_4	1603302418835	1603302418945	OK	 
REQUEST	29		request_3	1603302418827	1603302418945	OK	 
REQUEST	18		request_4	1603302418834	1603302418945	OK	 
REQUEST	33		request_3	1603302418831	1603302418946	OK	 
REQUEST	18		request_3	1603302418833	1603302418946	OK	 
REQUEST	18		req_login_iframe	1603302418835	1603302418946	OK	 
REQUEST	30		req_login_iframe	1603302418804	1603302418960	OK	 
REQUEST	5		req_login_iframe	1603302418813	1603302418960	OK	 
REQUEST	6		req_login_iframe	1603302418819	1603302418960	OK	 
REQUEST	8		req_login_iframe	1603302418801	1603302418960	OK	 
REQUEST	14		req_login_iframe	1603302418798	1603302418960	OK	 
REQUEST	12		req_login_iframe	1603302418831	1603302418960	OK	 
REQUEST	22		req_login_iframe	1603302418799	1603302418960	OK	 
REQUEST	31		req_login_iframe	1603302418812	1603302418960	OK	 
REQUEST	26		req_login_iframe	1603302418824	1603302418960	OK	 
REQUEST	1		req_login_iframe	1603302418825	1603302418962	OK	 
REQUEST	27		req_login_iframe	1603302418817	1603302418962	OK	 
REQUEST	29		req_login_iframe	1603302418828	1603302418962	OK	 
REQUEST	13		req_login_iframe	1603302418823	1603302418962	OK	 
REQUEST	35		request_0	1603302418912	1603302419039	OK	 
REQUEST	35		req_login_iframe	1603302419041	1603302419071	OK	 
REQUEST	35		request_1	1603302419040	1603302419072	OK	 
REQUEST	35		request_4	1603302419041	1603302419121	OK	 
REQUEST	35		request_3	1603302419041	1603302419121	OK	 
REQUEST	35		req_login_iframe	1603302419042	1603302419158	OK	 
REQUEST	36		request_0	1603302419162	1603302419260	OK	 
USER	ListarAnuncios3	53	START	1603302419272	1603302419272
REQUEST	36		request_1	1603302419261	1603302419290	OK	 
REQUEST	36		request_4	1603302419262	1603302419347	OK	 
REQUEST	36		request_3	1603302419261	1603302419347	OK	 
REQUEST	36		req_login_iframe	1603302419263	1603302419353	OK	 
REQUEST	36		req_login_iframe	1603302419262	1603302419355	OK	 
REQUEST	46		Gerar Token	1603302416944	1603302419516	OK	 
USER	ListarAnuncios3	54	START	1603302419602	1603302419602
REQUEST	43		Gerar Token	1603302415944	1603302419672	OK	 
REQUEST	37		Gerar Token	1603302413935	1603302419712	OK	 
REQUEST	40		Gerar Token	1603302414944	1603302419723	OK	 
REQUEST	45		Gerar Token	1603302416605	1603302419723	OK	 
REQUEST	49		Gerar Token	1603302417945	1603302419723	OK	 
REQUEST	41		Gerar Token	1603302415273	1603302419730	OK	 
REQUEST	38		Gerar Token	1603302414275	1603302419730	OK	 
REQUEST	42		Gerar Token	1603302415604	1603302419730	OK	 
REQUEST	44		Gerar Token	1603302416275	1603302419748	OK	 
REQUEST	50		Gerar Token	1603302418274	1603302419748	OK	 
REQUEST	48		Gerar Token	1603302417604	1603302419754	OK	 
REQUEST	47		Gerar Token	1603302417274	1603302419754	OK	 
USER	ListarAnuncios3	55	START	1603302419942	1603302419942
REQUEST	51		Gerar Token	1603302418680	1603302419981	OK	 
REQUEST	52		Gerar Token	1603302418942	1603302419995	OK	 
REQUEST	53		Gerar Token	1603302419273	1603302420106	OK	 
REQUEST	54		Gerar Token	1603302419604	1603302420106	OK	 
REQUEST	39		request_0	1603302420143	1603302420250	OK	 
USER	ListarAnuncios3	56	START	1603302420272	1603302420272
REQUEST	39		request_1	1603302420253	1603302420276	OK	 
REQUEST	39		req_login_iframe	1603302420255	1603302420289	OK	 
REQUEST	39		req_login_iframe	1603302420256	1603302420333	OK	 
REQUEST	39		request_3	1603302420254	1603302420343	OK	 
REQUEST	39		request_4	1603302420255	1603302420344	OK	 
REQUEST	55		Gerar Token	1603302419943	1603302420408	OK	 
USER	ListarAnuncios3	57	START	1603302420603	1603302420603
REQUEST	56		Gerar Token	1603302420273	1603302420761	OK	 
USER	ListarAnuncios3	58	START	1603302420943	1603302420943
REQUEST	57		Gerar Token	1603302420604	1603302421164	OK	 
USER	ListarAnuncios3	59	START	1603302421272	1603302421272
REQUEST	58		Gerar Token	1603302420944	1603302421519	OK	 
USER	ListarAnuncios3	60	START	1603302421602	1603302421602
REQUEST	59		Gerar Token	1603302421274	1603302421820	OK	 
USER	ListarAnuncios3	61	START	1603302421943	1603302421943
REQUEST	60		Gerar Token	1603302421603	1603302422028	OK	 
USER	ListarAnuncios3	62	START	1603302422272	1603302422272
REQUEST	61		Gerar Token	1603302421944	1603302422296	OK	 
USER	ListarAnuncios3	63	START	1603302422603	1603302422603
REQUEST	62		Gerar Token	1603302422273	1603302422642	OK	 
USER	ListarAnuncios3	64	START	1603302422942	1603302422942
REQUEST	63		Gerar Token	1603302422604	1603302423010	OK	 
USER	ListarAnuncios3	65	START	1603302423272	1603302423272
REQUEST	64		Gerar Token	1603302422943	1603302423319	OK	 
USER	ListarAnuncios3	66	START	1603302423602	1603302423602
REQUEST	65		Gerar Token	1603302423273	1603302423682	OK	 
USER	ListarAnuncios3	67	START	1603302423942	1603302423942
REQUEST	66		Gerar Token	1603302423603	1603302423986	OK	 
USER	ListarAnuncios3	68	START	1603302424273	1603302424273
REQUEST	67		Gerar Token	1603302423944	1603302424314	OK	 
USER	ListarAnuncios3	69	START	1603302424602	1603302424602
REQUEST	68		Gerar Token	1603302424274	1603302424643	OK	 
REQUEST	46		request_0	1603302424534	1603302424662	OK	 
REQUEST	46		request_1	1603302424667	1603302424704	OK	 
REQUEST	46		req_login_iframe	1603302424671	1603302424712	OK	 
REQUEST	46		request_3	1603302424669	1603302424764	OK	 
REQUEST	46		request_4	1603302424670	1603302424765	OK	 
REQUEST	46		req_login_iframe	1603302424672	1603302424766	OK	 
REQUEST	43		request_0	1603302424693	1603302424832	OK	 
REQUEST	45		request_0	1603302424743	1603302424861	OK	 
REQUEST	49		request_0	1603302424743	1603302424861	OK	 
REQUEST	43		request_1	1603302424834	1603302424863	OK	 
REQUEST	43		req_login_iframe	1603302424835	1603302424868	OK	 
REQUEST	41		request_0	1603302424743	1603302424868	OK	 
REQUEST	42		request_0	1603302424743	1603302424868	OK	 
REQUEST	37		request_0	1603302424732	1603302424876	OK	 
REQUEST	40		request_0	1603302424743	1603302424884	OK	 
REQUEST	49		request_1	1603302424863	1603302424891	OK	 
REQUEST	50		request_0	1603302424763	1603302424891	OK	 
REQUEST	47		request_0	1603302424773	1603302424891	OK	 
REQUEST	38		request_0	1603302424744	1603302424891	OK	 
REQUEST	48		request_0	1603302424773	1603302424892	OK	 
REQUEST	44		request_0	1603302424763	1603302424891	OK	 
REQUEST	45		request_1	1603302424863	1603302424892	OK	 
REQUEST	49		req_login_iframe	1603302424864	1603302424894	OK	 
REQUEST	42		request_1	1603302424869	1603302424895	OK	 
REQUEST	45		req_login_iframe	1603302424864	1603302424896	OK	 
REQUEST	37		request_1	1603302424877	1603302424899	OK	 
REQUEST	42		req_login_iframe	1603302424871	1603302424899	OK	 
REQUEST	41		req_login_iframe	1603302424871	1603302424899	OK	 
REQUEST	41		request_1	1603302424869	1603302424899	OK	 
REQUEST	37		req_login_iframe	1603302424878	1603302424900	OK	 
REQUEST	40		request_1	1603302424886	1603302424913	OK	 
REQUEST	40		req_login_iframe	1603302424887	1603302424913	OK	 
REQUEST	43		request_3	1603302424835	1603302424921	OK	 
REQUEST	43		req_login_iframe	1603302424835	1603302424921	OK	 
REQUEST	38		request_1	1603302424893	1603302424921	OK	 
REQUEST	43		request_4	1603302424835	1603302424922	OK	 
REQUEST	44		request_1	1603302424893	1603302424922	OK	 
REQUEST	50		request_1	1603302424893	1603302424922	OK	 
REQUEST	50		req_login_iframe	1603302424894	1603302424923	OK	 
REQUEST	44		req_login_iframe	1603302424894	1603302424923	OK	 
REQUEST	47		request_1	1603302424893	1603302424923	OK	 
REQUEST	38		req_login_iframe	1603302424894	1603302424924	OK	 
REQUEST	48		request_1	1603302424896	1603302424928	OK	 
REQUEST	47		req_login_iframe	1603302424896	1603302424933	OK	 
REQUEST	48		req_login_iframe	1603302424897	1603302424935	OK	 
USER	ListarAnuncios3	70	START	1603302424942	1603302424942
REQUEST	45		req_login_iframe	1603302424864	1603302424951	OK	 
REQUEST	49		request_3	1603302424863	1603302424951	OK	 
REQUEST	45		request_3	1603302424863	1603302424952	OK	 
REQUEST	49		request_4	1603302424864	1603302424952	OK	 
REQUEST	42		req_login_iframe	1603302424871	1603302424958	OK	 
REQUEST	41		req_login_iframe	1603302424871	1603302424958	OK	 
REQUEST	41		request_3	1603302424870	1603302424958	OK	 
REQUEST	42		request_4	1603302424870	1603302424959	OK	 
REQUEST	42		request_3	1603302424870	1603302424959	OK	 
REQUEST	41		request_4	1603302424870	1603302424960	OK	 
REQUEST	49		req_login_iframe	1603302424864	1603302424961	OK	 
REQUEST	45		request_4	1603302424864	1603302424960	OK	 
REQUEST	37		request_3	1603302424878	1603302424961	OK	 
REQUEST	37		req_login_iframe	1603302424879	1603302424975	OK	 
REQUEST	40		req_login_iframe	1603302424887	1603302424975	OK	 
REQUEST	50		request_3	1603302424893	1603302424975	OK	 
REQUEST	38		request_3	1603302424893	1603302424975	OK	 
REQUEST	50		request_4	1603302424894	1603302424975	OK	 
REQUEST	37		request_4	1603302424878	1603302424975	OK	 
REQUEST	40		request_3	1603302424886	1603302424975	OK	 
REQUEST	50		req_login_iframe	1603302424894	1603302424975	OK	 
REQUEST	44		req_login_iframe	1603302424894	1603302424982	OK	 
REQUEST	40		request_4	1603302424886	1603302424982	OK	 
REQUEST	47		request_4	1603302424895	1603302424982	OK	 
REQUEST	38		request_4	1603302424893	1603302424982	OK	 
REQUEST	38		req_login_iframe	1603302424894	1603302424989	OK	 
REQUEST	47		req_login_iframe	1603302424896	1603302424989	OK	 
REQUEST	48		req_login_iframe	1603302424898	1603302424989	OK	 
REQUEST	44		request_4	1603302424893	1603302424989	OK	 
REQUEST	44		request_3	1603302424893	1603302424989	OK	 
REQUEST	47		request_3	1603302424893	1603302424989	OK	 
REQUEST	48		request_3	1603302424897	1603302424989	OK	 
REQUEST	48		request_4	1603302424897	1603302424989	OK	 
REQUEST	69		Gerar Token	1603302424603	1603302425076	OK	 
REQUEST	51		request_0	1603302424993	1603302425109	OK	 
REQUEST	51		request_1	1603302425112	1603302425134	OK	 
REQUEST	52		request_0	1603302425013	1603302425135	OK	 
REQUEST	51		req_login_iframe	1603302425114	1603302425148	OK	 
REQUEST	52		request_1	1603302425138	1603302425171	OK	 
REQUEST	52		req_login_iframe	1603302425140	1603302425173	OK	 
REQUEST	51		request_3	1603302425113	1603302425204	OK	 
REQUEST	51		request_4	1603302425114	1603302425205	OK	 
REQUEST	51		req_login_iframe	1603302425115	1603302425206	OK	 
REQUEST	52		request_3	1603302425139	1603302425223	OK	 
REQUEST	52		request_4	1603302425139	1603302425229	OK	 
REQUEST	52		req_login_iframe	1603302425141	1603302425230	OK	 
REQUEST	54		request_0	1603302425123	1603302425253	OK	 
REQUEST	53		request_0	1603302425123	1603302425253	OK	 
USER	ListarAnuncios3	71	START	1603302425272	1603302425272
REQUEST	53		req_login_iframe	1603302425259	1603302425292	OK	 
REQUEST	70		Gerar Token	1603302424942	1603302425292	OK	 
REQUEST	54		request_1	1603302425257	1603302425293	OK	 
REQUEST	53		request_1	1603302425257	1603302425293	OK	 
