RUN	basic.CadastrarAnuncio	cadastraranuncio	1603490844942	teste	3.0.2
REQUEST	65		Gerar Token	1603490868568	1603490875885	OK	 
REQUEST	8		Gerar Token	1603490849569	1603490875886	OK	 
REQUEST	17		Gerar Token	1603490852569	1603490875887	OK	 
REQUEST	40		Gerar Token	1603490860239	1603490875888	OK	 
USER	CadastrarAnuncio	87	START	1603490875907	1603490875907
USER	CadastrarAnuncio	88	START	1603490876237	1603490876237
USER	CadastrarAnuncio	89	START	1603490876567	1603490876567
USER	CadastrarAnuncio	90	START	1603490876908	1603490876908
USER	CadastrarAnuncio	91	START	1603490877238	1603490877238
REQUEST	61		Gerar Token	1603490867238	1603490877396	OK	 
REQUEST	66		Gerar Token	1603490868908	1603490877396	OK	 
REQUEST	68		Gerar Token	1603490869568	1603490877417	OK	 
USER	CadastrarAnuncio	92	START	1603490877568	1603490877568
REQUEST	71		Gerar Token	1603490870569	1603490877573	OK	 
REQUEST	58		request_0	1603490875298	1603490877813	OK	 
REQUEST	5		request_0	1603490875808	1603490877840	OK	 
USER	CadastrarAnuncio	93	START	1603490877908	1603490877908
REQUEST	44		request_0	1603490874498	1603490877911	OK	 
REQUEST	46		request_0	1603490872528	1603490877911	OK	 
REQUEST	37		request_0	1603490874278	1603490877920	OK	 
REQUEST	60		request_0	1603490875648	1603490877920	OK	 
REQUEST	23		request_0	1603490874498	1603490877937	OK	 
REQUEST	59		request_0	1603490875468	1603490877937	OK	 
REQUEST	30		request_0	1603490872568	1603490877957	OK	 
REQUEST	27		request_0	1603490872708	1603490877957	OK	 
REQUEST	3		request_0	1603490875598	1603490877958	OK	 
REQUEST	34		request_0	1603490872528	1603490877981	OK	 
REQUEST	36		request_0	1603490874488	1603490877981	OK	 
REQUEST	54		request_0	1603490874618	1603490878006	OK	 
REQUEST	33		request_0	1603490875648	1603490878006	OK	 
REQUEST	1		request_0	1603490871998	1603490878011	OK	 
REQUEST	32		request_0	1603490874618	1603490878048	OK	 
REQUEST	42		request_0	1603490875768	1603490878048	OK	 
REQUEST	63		Gerar Token	1603490867909	1603490878048	OK	 
REQUEST	31		request_0	1603490874108	1603490878071	OK	 
REQUEST	7		request_0	1603490873238	1603490878167	OK	 
REQUEST	45		request_0	1603490874318	1603490878167	OK	 
REQUEST	12		request_0	1603490875768	1603490878167	OK	 
REQUEST	55		request_0	1603490874548	1603490878173	OK	 
USER	CadastrarAnuncio	94	START	1603490878238	1603490878238
REQUEST	62		request_0	1603490875788	1603490878270	OK	 
REQUEST	35		request_0	1603490874498	1603490878270	OK	 
REQUEST	2		request_0	1603490874508	1603490878270	OK	 
REQUEST	29		request_0	1603490872518	1603490878270	OK	 
REQUEST	6		request_0	1603490874488	1603490878270	OK	 
REQUEST	18		request_0	1603490874488	1603490878276	OK	 
REQUEST	15		request_0	1603490870012	1603490878301	OK	 
REQUEST	47		request_0	1603490874528	1603490878305	OK	 
REQUEST	58		request_1	1603490877917	1603490878409	OK	 
REQUEST	44		request_1	1603490877918	1603490878409	OK	 
REQUEST	5		request_1	1603490877917	1603490878459	OK	 
REQUEST	58		request_2	1603490877918	1603490878459	OK	 
REQUEST	5		request_2	1603490877918	1603490878501	OK	 
REQUEST	37		request_1	1603490877925	1603490878528	OK	 
REQUEST	46		request_1	1603490877922	1603490878528	OK	 
REQUEST	44		request_2	1603490877919	1603490878528	OK	 
REQUEST	37		request_2	1603490877927	1603490878529	OK	 
REQUEST	60		request_1	1603490877925	1603490878529	OK	 
REQUEST	46		request_2	1603490877924	1603490878529	OK	 
REQUEST	60		request_2	1603490877926	1603490878556	OK	 
REQUEST	79		Gerar Token	1603490873238	1603490878556	OK	 
USER	CadastrarAnuncio	95	START	1603490878568	1603490878568
REQUEST	78		Gerar Token	1603490872909	1603490878580	OK	 
REQUEST	84		Gerar Token	1603490874909	1603490878607	OK	 
REQUEST	86		Gerar Token	1603490875568	1603490878626	OK	 
REQUEST	85		Gerar Token	1603490875239	1603490878654	OK	 
REQUEST	83		Gerar Token	1603490874569	1603490878654	OK	 
REQUEST	82		Gerar Token	1603490874238	1603490878689	OK	 
REQUEST	81		Gerar Token	1603490873909	1603490878709	OK	 
REQUEST	59		request_1	1603490877941	1603490878735	OK	 
REQUEST	23		request_1	1603490877941	1603490878735	OK	 
REQUEST	23		request_2	1603490877943	1603490878756	OK	 
REQUEST	59		request_2	1603490877943	1603490878756	OK	 
REQUEST	30		request_1	1603490877962	1603490878776	OK	 
REQUEST	3		request_1	1603490877962	1603490878776	OK	 
REQUEST	27		request_1	1603490877962	1603490878778	OK	 
REQUEST	3		request_2	1603490877963	1603490878778	OK	 
REQUEST	27		request_2	1603490877963	1603490878821	OK	 
REQUEST	30		request_2	1603490877963	1603490878821	OK	 
REQUEST	34		request_1	1603490877985	1603490878844	OK	 
REQUEST	36		request_1	1603490877984	1603490878846	OK	 
REQUEST	36		request_2	1603490877985	1603490878847	OK	 
REQUEST	34		request_2	1603490877986	1603490878863	OK	 
REQUEST	33		request_1	1603490878009	1603490878885	OK	 
REQUEST	54		request_1	1603490878009	1603490878885	OK	 
REQUEST	33		request_2	1603490878010	1603490878899	OK	 
REQUEST	1		request_1	1603490878014	1603490878901	OK	 
REQUEST	1		request_2	1603490878015	1603490878906	OK	 
REQUEST	54		request_2	1603490878010	1603490878907	OK	 
USER	CadastrarAnuncio	96	START	1603490878908	1603490878908
REQUEST	32		request_1	1603490878050	1603490878917	OK	 
REQUEST	42		request_1	1603490878050	1603490878917	OK	 
REQUEST	32		request_2	1603490878051	1603490878933	OK	 
REQUEST	42		request_2	1603490878051	1603490878933	OK	 
REQUEST	31		request_1	1603490878073	1603490878952	OK	 
REQUEST	7		request_1	1603490878170	1603490878967	OK	 
REQUEST	31		request_2	1603490878074	1603490878967	OK	 
REQUEST	45		request_1	1603490878170	1603490878973	OK	 
REQUEST	12		request_1	1603490878171	1603490878973	OK	 
REQUEST	12		request_2	1603490878171	1603490878974	OK	 
REQUEST	45		request_2	1603490878171	1603490878980	OK	 
REQUEST	7		request_2	1603490878171	1603490878980	OK	 
REQUEST	62		request_1	1603490878273	1603490878994	OK	 
REQUEST	29		request_1	1603490878273	1603490878996	OK	 
REQUEST	55		request_1	1603490878175	1603490879001	OK	 
REQUEST	55		request_2	1603490878176	1603490879003	OK	 
REQUEST	35		request_1	1603490878274	1603490879006	OK	 
REQUEST	29		request_2	1603490878274	1603490879007	OK	 
REQUEST	2		request_1	1603490878274	1603490879018	OK	 
REQUEST	6		request_1	1603490878274	1603490879018	OK	 
REQUEST	62		request_2	1603490878274	1603490879019	OK	 
REQUEST	18		request_1	1603490878279	1603490879030	OK	 
REQUEST	35		request_2	1603490878274	1603490879031	OK	 
REQUEST	2		request_2	1603490878275	1603490879052	OK	 
REQUEST	6		request_2	1603490878275	1603490879052	OK	 
REQUEST	18		request_2	1603490878280	1603490879054	OK	 
REQUEST	22		request_0	1603490876208	1603490879078	OK	 
REQUEST	20		request_0	1603490877218	1603490879090	OK	 
REQUEST	39		request_0	1603490877239	1603490879111	OK	 
REQUEST	47		request_1	1603490878307	1603490879111	OK	 
REQUEST	15		request_1	1603490878303	1603490879112	OK	 
REQUEST	47		request_2	1603490878308	1603490879184	OK	 
REQUEST	15		request_2	1603490878304	1603490879185	OK	 
USER	CadastrarAnuncio	97	START	1603490879238	1603490879238
REQUEST	11		request_0	1603490876378	1603490879307	OK	 
REQUEST	57		request_0	1603490876318	1603490879372	OK	 
REQUEST	4		request_0	1603490877488	1603490879373	OK	 
REQUEST	13		request_0	1603490877538	1603490879454	OK	 
REQUEST	14		request_0	1603490876558	1603490879517	OK	 
USER	CadastrarAnuncio	98	START	1603490879567	1603490879567
REQUEST	88		Gerar Token	1603490876238	1603490879628	OK	 
REQUEST	91		Gerar Token	1603490877239	1603490879628	OK	 
REQUEST	92		Gerar Token	1603490877568	1603490879762	OK	 
REQUEST	70		Gerar Token	1603490870238	1603490879762	OK	 
REQUEST	38		Gerar Token	1603490859568	1603490879896	OK	 
USER	CadastrarAnuncio	99	START	1603490879908	1603490879908
REQUEST	22		request_1	1603490879080	1603490880114	OK	 
REQUEST	20		request_1	1603490879093	1603490880114	OK	 
REQUEST	11		request_1	1603490879312	1603490880132	OK	 
REQUEST	20		request_2	1603490879093	1603490880132	OK	 
REQUEST	39		request_2	1603490879114	1603490880132	OK	 
REQUEST	39		request_1	1603490879113	1603490880133	OK	 
REQUEST	5		request_3	1603490877918	1603490880162	OK	 
REQUEST	13		request_1	1603490879458	1603490880163	OK	 
REQUEST	57		request_1	1603490879375	1603490880163	OK	 
REQUEST	4		request_1	1603490879375	1603490880201	OK	 
REQUEST	57		request_2	1603490879376	1603490880201	OK	 
REQUEST	22		request_2	1603490879082	1603490880221	OK	 
USER	CadastrarAnuncio	100	START	1603490880238	1603490880238
REQUEST	58		request_4	1603490877918	1603490880242	OK	 
REQUEST	11		request_2	1603490879314	1603490880242	OK	 
REQUEST	58		request_7	1603490877920	1603490880242	OK	 
REQUEST	14		request_2	1603490879522	1603490880242	OK	 
REQUEST	37		request_4	1603490877926	1603490880242	OK	 
REQUEST	4		request_2	1603490879376	1603490880242	OK	 
REQUEST	13		request_2	1603490879459	1603490880242	OK	 
REQUEST	58		request_3	1603490877918	1603490880242	OK	 
REQUEST	5		request_7	1603490877919	1603490880242	OK	 
REQUEST	46		request_3	1603490877923	1603490880242	OK	 
REQUEST	5		request_4	1603490877918	1603490880262	OK	 
REQUEST	27		request_4	1603490877963	1603490880262	OK	 
REQUEST	3		request_4	1603490877963	1603490880262	OK	 
REQUEST	46		request_4	1603490877923	1603490880262	OK	 
REQUEST	14		request_1	1603490879520	1603490880263	OK	 
REQUEST	37		request_7	1603490877927	1603490880263	OK	 
REQUEST	37		request_3	1603490877926	1603490880263	OK	 
REQUEST	27		request_3	1603490877962	1603490880362	OK	 
REQUEST	30		request_3	1603490877962	1603490880362	OK	 
REQUEST	3		request_3	1603490877962	1603490880362	OK	 
REQUEST	27		request_7	1603490877963	1603490880362	OK	 
REQUEST	3		request_7	1603490877963	1603490880362	OK	 
REQUEST	30		request_4	1603490877963	1603490880362	OK	 
REQUEST	30		request_7	1603490877963	1603490880363	OK	 
REQUEST	36		request_4	1603490877985	1603490880455	OK	 
REQUEST	54		request_4	1603490878010	1603490880455	OK	 
REQUEST	33		request_3	1603490878009	1603490880455	OK	 
REQUEST	34		request_7	1603490877986	1603490880455	OK	 
REQUEST	36		request_3	1603490877984	1603490880456	OK	 
REQUEST	34		request_4	1603490877986	1603490880456	OK	 
REQUEST	54		request_7	1603490878011	1603490880456	OK	 
REQUEST	33		request_4	1603490878010	1603490880456	OK	 
REQUEST	36		request_7	1603490877985	1603490880457	OK	 
REQUEST	34		request_3	1603490877985	1603490880457	OK	 
REQUEST	41		request_0	1603490877818	1603490880500	OK	 
REQUEST	10		Gerar Token	1603490850239	1603490880500	OK	 
REQUEST	89		Gerar Token	1603490876568	1603490880520	OK	 
REQUEST	93		Gerar Token	1603490877908	1603490880559	OK	 
USER	CadastrarAnuncio	101	START	1603490880567	1603490880567
REQUEST	20		request_7	1603490879094	1603490880902	OK	 
REQUEST	39		request_7	1603490879114	1603490880902	OK	 
REQUEST	22		request_7	1603490879082	1603490880902	OK	 
REQUEST	21		request_0	1603490877898	1603490880902	OK	 
REQUEST	41		request_1	1603490880505	1603490880902	OK	 
REQUEST	20		request_3	1603490879093	1603490880902	OK	 
REQUEST	13		request_7	1603490879460	1603490880903	OK	 
REQUEST	41		request_2	1603490880507	1603490880903	OK	 
USER	CadastrarAnuncio	102	START	1603490880907	1603490880907
REQUEST	11		request_7	1603490879315	1603490880951	OK	 
REQUEST	57		request_3	1603490879376	1603490881039	OK	 
REQUEST	4		request_7	1603490879377	1603490881151	OK	 
REQUEST	57		request_7	1603490879377	1603490881153	OK	 
REQUEST	14		request_7	1603490879522	1603490881188	OK	 
REQUEST	21		request_2	1603490880906	1603490881188	OK	 
USER	CadastrarAnuncio	103	START	1603490881237	1603490881237
REQUEST	41		request_7	1603490880507	1603490881521	OK	 
REQUEST	46		request_7	1603490877925	1603490881521	OK	 
REQUEST	60		request_3	1603490877926	1603490881567	OK	 
REQUEST	39		request_3	1603490879113	1603490881567	OK	 
USER	CadastrarAnuncio	104	START	1603490881568	1603490881568
REQUEST	44		request_7	1603490877920	1603490881568	OK	 
REQUEST	39		request_4	1603490879113	1603490881568	OK	 
REQUEST	44		request_3	1603490877919	1603490881568	OK	 
REQUEST	20		request_4	1603490879093	1603490881613	OK	 
REQUEST	44		request_4	1603490877919	1603490881613	OK	 
REQUEST	22		request_3	1603490879081	1603490881629	OK	 
REQUEST	21		request_7	1603490880907	1603490881629	OK	 
REQUEST	11		request_3	1603490879313	1603490881651	OK	 
REQUEST	22		request_4	1603490879081	1603490881651	OK	 
REQUEST	4		request_3	1603490879376	1603490881651	OK	 
REQUEST	11		request_4	1603490879313	1603490881651	OK	 
REQUEST	94		Gerar Token	1603490878238	1603490881739	OK	 
REQUEST	23		request_3	1603490877942	1603490881785	OK	 
REQUEST	60		request_4	1603490877926	1603490881785	OK	 
REQUEST	59		request_3	1603490877942	1603490881785	OK	 
REQUEST	59		request_4	1603490877942	1603490881786	OK	 
REQUEST	60		request_7	1603490877927	1603490881786	OK	 
REQUEST	23		request_4	1603490877942	1603490881875	OK	 
REQUEST	21		request_3	1603490880905	1603490881896	OK	 
REQUEST	97		Gerar Token	1603490879239	1603490881896	OK	 
USER	CadastrarAnuncio	105	START	1603490881908	1603490881908
REQUEST	13		request_4	1603490879459	1603490881917	OK	 
REQUEST	21		request_4	1603490880906	1603490881917	OK	 
REQUEST	13		request_3	1603490879458	1603490881958	OK	 
USER	CadastrarAnuncio	106	START	1603490882238	1603490882238
REQUEST	18		request_7	1603490878281	1603490882281	OK	 
REQUEST	6		request_7	1603490878275	1603490882281	OK	 
REQUEST	35		request_7	1603490878275	1603490882281	OK	 
REQUEST	16		request_0	1603490878028	1603490882282	OK	 
REQUEST	25		request_0	1603490878028	1603490882283	OK	 
REQUEST	2		request_7	1603490878275	1603490882304	OK	 
REQUEST	29		request_7	1603490878274	1603490882339	OK	 
REQUEST	62		request_7	1603490878274	1603490882353	OK	 
REQUEST	18		request_4	1603490878280	1603490882353	OK	 
REQUEST	6		request_4	1603490878274	1603490882353	OK	 
REQUEST	18		request_3	1603490878279	1603490882353	OK	 
REQUEST	15		request_7	1603490878304	1603490882382	OK	 
REQUEST	2		request_3	1603490878274	1603490882441	OK	 
REQUEST	62		request_3	1603490878273	1603490882441	OK	 
REQUEST	29		request_3	1603490878273	1603490882441	OK	 
REQUEST	35		request_3	1603490878274	1603490882441	OK	 
REQUEST	2		request_4	1603490878274	1603490882441	OK	 
REQUEST	35		request_4	1603490878274	1603490882441	OK	 
REQUEST	15		request_4	1603490878304	1603490882441	OK	 
REQUEST	47		request_7	1603490878308	1603490882488	OK	 
REQUEST	62		request_4	1603490878274	1603490882488	OK	 
REQUEST	29		request_4	1603490878274	1603490882488	OK	 
REQUEST	47		request_3	1603490878307	1603490882532	OK	 
REQUEST	23		request_7	1603490877943	1603490882532	OK	 
REQUEST	47		request_4	1603490878308	1603490882533	OK	 
REQUEST	15		request_3	1603490878304	1603490882533	OK	 
USER	CadastrarAnuncio	107	START	1603490882568	1603490882568
REQUEST	12		request_7	1603490878172	1603490882583	OK	 
REQUEST	45		request_7	1603490878172	1603490882583	OK	 
REQUEST	7		request_4	1603490878171	1603490882583	OK	 
REQUEST	45		request_4	1603490878171	1603490882583	OK	 
REQUEST	55		request_4	1603490878176	1603490882583	OK	 
REQUEST	12		request_4	1603490878171	1603490882583	OK	 
REQUEST	55		request_3	1603490878175	1603490882668	OK	 
REQUEST	59		request_7	1603490877943	1603490882668	OK	 
REQUEST	31		request_7	1603490878074	1603490882668	OK	 
REQUEST	31		request_4	1603490878074	1603490882669	OK	 
REQUEST	7		request_3	1603490878171	1603490882669	OK	 
REQUEST	31		request_3	1603490878073	1603490882669	OK	 
REQUEST	100		Gerar Token	1603490880238	1603490882669	OK	 
REQUEST	32		request_7	1603490878052	1603490882698	OK	 
REQUEST	1		request_7	1603490878015	1603490882698	OK	 
REQUEST	42		request_7	1603490878051	1603490882698	OK	 
REQUEST	42		request_3	1603490878051	1603490882698	OK	 
REQUEST	32		request_4	1603490878051	1603490882698	OK	 
REQUEST	32		request_3	1603490878051	1603490882699	OK	 
REQUEST	14		request_4	1603490879521	1603490882718	OK	 
REQUEST	33		request_7	1603490878010	1603490882717	OK	 
REQUEST	14		request_3	1603490879521	1603490882718	OK	 
REQUEST	1		request_4	1603490878014	1603490882718	OK	 
REQUEST	54		request_3	1603490878010	1603490882756	OK	 
REQUEST	65		request_0	1603490880898	1603490882815	OK	 
REQUEST	8		request_0	1603490880898	1603490882846	OK	 
REQUEST	43		request_0	1603490880898	1603490882846	OK	 
REQUEST	50		request_0	1603490880898	1603490882846	OK	 
REQUEST	21		request_1	1603490880905	1603490882885	OK	 
USER	CadastrarAnuncio	108	START	1603490882908	1603490882908
REQUEST	17		request_0	1603490880908	1603490883219	OK	 
USER	CadastrarAnuncio	109	START	1603490883237	1603490883237
REQUEST	40		request_0	1603490880908	1603490883242	OK	 
REQUEST	48		request_0	1603490880887	1603490883242	OK	 
REQUEST	69		request_0	1603490880898	1603490883382	OK	 
USER	CadastrarAnuncio	110	START	1603490883567	1603490883567
REQUEST	41		request_3	1603490880505	1603490883576	OK	 
REQUEST	41		request_4	1603490880506	1603490883617	OK	 
REQUEST	6		request_3	1603490878274	1603490883617	OK	 
REQUEST	73		Gerar Token	1603490871238	1603490883777	OK	 
USER	CadastrarAnuncio	111	START	1603490883908	1603490883908
REQUEST	16		request_3	1603490882286	1603490883927	OK	 
REQUEST	25		request_7	1603490882289	1603490883956	OK	 
REQUEST	16		request_7	1603490882288	1603490883956	OK	 
REQUEST	25		request_4	1603490882288	1603490883977	OK	 
REQUEST	25		request_3	1603490882287	1603490883977	OK	 
REQUEST	16		request_4	1603490882287	1603490883978	OK	 
REQUEST	99		Gerar Token	1603490879909	1603490883977	OK	 
REQUEST	8		request_2	1603490882848	1603490884103	OK	 
USER	CadastrarAnuncio	112	START	1603490884238	1603490884238
REQUEST	17		request_1	1603490883224	1603490884523	OK	 
REQUEST	40		request_1	1603490883245	1603490884523	OK	 
USER	CadastrarAnuncio	113	START	1603490884567	1603490884567
REQUEST	48		request_1	1603490883245	1603490884598	OK	 
REQUEST	69		request_1	1603490883385	1603490884598	OK	 
REQUEST	43		request_2	1603490882848	1603490884688	OK	 
USER	CadastrarAnuncio	114	START	1603490884908	1603490884908
REQUEST	50		request_2	1603490882848	1603490884973	OK	 
REQUEST	65		request_1	1603490882817	1603490885067	OK	 
REQUEST	103		Gerar Token	1603490881238	1603490885151	OK	 
REQUEST	106		Gerar Token	1603490882239	1603490885151	OK	 
REQUEST	50		request_1	1603490882847	1603490885190	OK	 
REQUEST	8		request_1	1603490882847	1603490885190	OK	 
REQUEST	43		request_1	1603490882847	1603490885190	OK	 
