RUN	basic.ListarAnuncios2	listaranuncios2	1603229344058	teste	3.0.2
USER	ListarAnuncios2	1	START	1603229346416	1603229346416
REQUEST	1		Gerar Token	1603229346459	1603229352238	OK	 
REQUEST	1		request_0	1603229357268	1603229362435	OK	 
REQUEST	1		request_1	1603229362587	1603229372753	OK	 
REQUEST	1		Acesso_Pagina_login_1	1603229362591	1603229372758	OK	 
REQUEST	1		request_3	1603229362589	1603229372836	OK	 
REQUEST	1		request_4	1603229362590	1603229372837	OK	 
REQUEST	1		request_18	1603229362592	1603229372849	OK	 
REQUEST	1		req_duvida_todos	1603229362593	1603229372919	OK	 
REQUEST	1		req_Listar_com_filhos_1	1603229367619	1603229372928	OK	 
REQUEST	1		css?family=Cantarell:700,500,400,300,600&display=swap	1603229372747	1603229373032	OK	 
REQUEST	1		css?family=Roboto:700,500,400,300,600&display=swap	1603229367620	1603229373042	OK	 
REQUEST	1		css?family=Ubuntu:700,500,400,300,600&display=swap	1603229372745	1603229373048	OK	 
REQUEST	1		css?family=Montserrat:700,500,400,300,600&display=swap	1603229372747	1603229373065	OK	 
REQUEST	1		Autenticacao	1603229374066	1603229374112	OK	 
REQUEST	1		Autenticacao Redirect 1	1603229374122	1603229374159	OK	 
REQUEST	1		request_33	1603229374177	1603229374198	OK	 
REQUEST	1		request_29	1603229374177	1603229374199	OK	 
REQUEST	1		request_38	1603229374178	1603229374204	OK	 
REQUEST	1		request_31	1603229374180	1603229374206	OK	 
REQUEST	1		req_Listar_com_filhos_2	1603229374184	1603229374213	OK	 
REQUEST	1		request_43	1603229374183	1603229374214	OK	 
REQUEST	1		request_32	1603229374181	1603229374218	OK	 
REQUEST	1		request_40	1603229374179	1603229374264	OK	 
REQUEST	1		request_39	1603229374179	1603229374271	OK	 
REQUEST	1		icon?family=Material+Icons|Material+Icons+Outlined	1603229374184	1603229374282	OK	 
REQUEST	1		request_36	1603229374182	1603229374283	OK	 
REQUEST	1		Autenticacao_Geracao_token_1	1603229374182	1603229374287	OK	 
REQUEST	1		Autenticacao_Geracao_token_1	1603229374288	1603229374314	OK	 
REQUEST	1		request_49	1603229381306	1603229381351	OK	 
REQUEST	1		ListarCategoriaPai	1603229381376	1603229381403	OK	 
REQUEST	1		ListarCategoriaFilho	1603229381376	1603229381404	OK	 
REQUEST	1		request_51	1603229381374	1603229381404	OK	 
REQUEST	1		request_50	1603229381373	1603229381406	OK	 
REQUEST	1		request_52	1603229381375	1603229381407	OK	 
REQUEST	1		ListarCategoriaElasticSearch	1603229381377	1603229381458	OK	 
REQUEST	1		req_Listar_com_filhos_6	1603229381378	1603229381459	OK	 
REQUEST	1		req_Listar_com_filhos_6	1603229381460	1603229381501	OK	 
REQUEST	1		req_Listar_com_filhos_6	1603229381501	1603229381558	OK	 
REQUEST	1		request_63	1603229383567	1603229383596	OK	 
REQUEST	1		request_65	1603229383613	1603229383639	OK	 
REQUEST	1		request_64	1603229383612	1603229383640	OK	 
REQUEST	1		request_69	1603229383615	1603229383650	OK	 
REQUEST	1		req_Listar_com_filhos_7	1603229383614	1603229383657	OK	 
REQUEST	1		request_69	1603229383652	1603229383704	OK	 
REQUEST	1		req_Listar_com_filhos_7	1603229383659	1603229383707	OK	 
REQUEST	1		req_Listar_com_filhos_7	1603229383708	1603229383762	OK	 
REQUEST	1		request_69	1603229383705	1603229383765	OK	 
REQUEST	1		request_71	1603229385766	1603229385792	OK	 
REQUEST	1		request_74	1603229385818	1603229385846	OK	 
REQUEST	1		request_73	1603229385817	1603229385847	OK	 
REQUEST	1		ListarCategoriaFilho	1603229385819	1603229385848	OK	 
REQUEST	1		request_72	1603229385816	1603229385850	OK	 
REQUEST	1		ListarCategoriaElasticSearch	1603229385820	1603229385851	OK	 
REQUEST	1		ListarCategoriaPai	1603229385819	1603229385852	OK	 
REQUEST	1		req_Listar_com_filhos_9	1603229385821	1603229385853	OK	 
REQUEST	1		req_qntd_favorito	1603229385848	1603229385879	OK	 
REQUEST	1		req_qntd_favorito	1603229385851	1603229385881	OK	 
REQUEST	1		req_qntd_favorito	1603229385852	1603229385885	OK	 
REQUEST	1		req_qntd_favorito	1603229385854	1603229385887	OK	 
REQUEST	1		req_Listar_com_filhos_9	1603229385855	1603229385891	OK	 
REQUEST	1		req_qntd_favorito	1603229385881	1603229385906	OK	 
REQUEST	1		req_qntd_favorito	1603229385880	1603229385908	OK	 
REQUEST	1		req_qntd_favorito	1603229385821	1603229385909	OK	 
REQUEST	1		req_qntd_favorito	1603229385887	1603229385915	OK	 
REQUEST	1		req_qntd_favorito	1603229385886	1603229385916	OK	 
REQUEST	1		req_qntd_favorito	1603229385822	1603229385917	OK	 
REQUEST	1		req_Listar_com_filhos_9	1603229385907	1603229385969	OK	 
REQUEST	1		request_121	1603229390966	1603229390993	OK	 
REQUEST	1		request_122	1603229391009	1603229391031	OK	 
REQUEST	1		request_123	1603229391010	1603229391039	OK	 
REQUEST	1		request_127	1603229391011	1603229391040	OK	 
REQUEST	1		request_136	1603229391013	1603229391041	OK	 
REQUEST	1		request_126	1603229391011	1603229391042	OK	 
REQUEST	1		req_Listar_com_filhos_10	1603229391012	1603229391042	OK	 
REQUEST	1		req_quantidade_anuncio	1603229391015	1603229391043	OK	 
REQUEST	1		request_137	1603229391014	1603229391047	OK	 
REQUEST	1		request_141	1603229391040	1603229391063	OK	 
REQUEST	1		req_Listar_com_filhos_10	1603229391043	1603229391082	OK	 
REQUEST	1		req_Listar_com_filhos_10	1603229391083	1603229391130	OK	 
REQUEST	1		request_147	1603229396125	1603229396157	OK	 
REQUEST	1		request_148	1603229396167	1603229396197	OK	 
REQUEST	1		req_Listar_com_filhos_12	1603229396169	1603229396198	OK	 
REQUEST	1		request_153	1603229396170	1603229396201	OK	 
REQUEST	1		request_149	1603229396168	1603229396204	OK	 
REQUEST	1		req_Listar_com_filhos_12	1603229396200	1603229396238	OK	 
REQUEST	1		request_153	1603229396203	1603229396240	OK	 
REQUEST	1		request_153	1603229396241	1603229396274	OK	 
REQUEST	1		req_Listar_com_filhos_12	1603229396239	1603229396303	OK	 
REQUEST	1		request_155	1603229399306	1603229399331	OK	 
REQUEST	1		request_157	1603229399343	1603229399364	OK	 
REQUEST	1		request_156	1603229399342	1603229399365	OK	 
REQUEST	1		ListarCategoriaElasticSearch	1603229399344	1603229399370	OK	 
REQUEST	1		req_Listar_com_filhos_14	1603229399345	1603229399379	OK	 
REQUEST	1		req_Listar_com_filhos_14	1603229399381	1603229399422	OK	 
REQUEST	1		req_Listar_com_filhos_14	1603229399423	1603229399492	OK	 
REQUEST	1		request_167	1603229402496	1603229402531	OK	 
REQUEST	1		request_168	1603229402547	1603229402569	OK	 
REQUEST	1		request_169	1603229402548	1603229402569	OK	 
REQUEST	1		req_anuncio	1603229402549	1603229402586	OK	 
REQUEST	1		request_183	1603229402552	1603229402588	OK	 
REQUEST	1		req_Listar_com_filhos_15	1603229402549	1603229402588	OK	 
REQUEST	1		req_favoritado	1603229402550	1603229402590	OK	 
REQUEST	1		req_nota_anuncio	1603229402551	1603229402591	OK	 
REQUEST	1		request_184	1603229402552	1603229402591	OK	 
REQUEST	1		request_185	1603229402587	1603229402617	OK	 
REQUEST	1		req_Listar_com_filhos_15	1603229402589	1603229402631	OK	 
REQUEST	1		req_Listar_com_filhos_15	1603229402632	1603229402692	OK	 
REQUEST	1		request_192	1603229405695	1603229405717	OK	 
REQUEST	1		request_193	1603229405720	1603229405740	OK	 
REQUEST	1		request_194	1603229405721	1603229405748	OK	 
REQUEST	1		request_198	1603229405722	1603229405749	OK	 
REQUEST	1		req_Listar_com_filhos_15	1603229405722	1603229405751	OK	 
REQUEST	1		request_198	1603229405750	1603229405787	OK	 
REQUEST	1		req_Listar_com_filhos_15	1603229405753	1603229405788	OK	 
REQUEST	1		request_198	1603229405788	1603229405827	OK	 
REQUEST	1		req_Listar_com_filhos_15	1603229405789	1603229405849	OK	 
REQUEST	1		request_201	1603229409856	1603229409877	OK	 
REQUEST	1		request_202	1603229409883	1603229409908	OK	 
REQUEST	1		req_Listar_com_filhos_16	1603229409885	1603229409909	OK	 
REQUEST	1		ListarCategoriaFilho	1603229409885	1603229409910	OK	 
