RUN	basic.ListarAnuncios	listaranuncios	1603488767763	teste	3.0.2
USER	ListarAnuncios3	37	START	1603488782136	1603488782136
REQUEST	36		Gerar Token	1603488781807	1603488782177	OK	 
USER	ListarAnuncios3	38	START	1603488782466	1603488782466
REQUEST	37		Gerar Token	1603488782137	1603488782487	OK	 
USER	ListarAnuncios3	39	START	1603488782795	1603488782795
USER	ListarAnuncios3	40	START	1603488783135	1603488783135
USER	ListarAnuncios3	41	START	1603488783456	1603488783456
USER	ListarAnuncios3	42	START	1603488783796	1603488783796
USER	ListarAnuncios3	43	START	1603488784126	1603488784126
USER	ListarAnuncios3	44	START	1603488784465	1603488784465
USER	ListarAnuncios3	45	START	1603488784796	1603488784796
USER	ListarAnuncios3	46	START	1603488785136	1603488785136
USER	ListarAnuncios3	47	START	1603488785466	1603488785466
USER	ListarAnuncios3	48	START	1603488785796	1603488785796
USER	ListarAnuncios3	49	START	1603488786136	1603488786136
REQUEST	38		Gerar Token	1603488782467	1603488786236	OK	 
USER	ListarAnuncios3	50	START	1603488786466	1603488786466
REQUEST	10		request_0	1603488782577	1603488786519	OK	 
REQUEST	8		request_0	1603488782577	1603488786505	OK	 
REQUEST	11		request_0	1603488782437	1603488786521	OK	 
REQUEST	2		request_0	1603488782536	1603488786514	OK	 
REQUEST	4		request_0	1603488782536	1603488786519	OK	 
REQUEST	22		request_0	1603488782746	1603488786536	OK	 
REQUEST	7		request_0	1603488781246	1603488786550	OK	 
REQUEST	33		request_0	1603488786207	1603488786552	OK	 
REQUEST	31		request_0	1603488785566	1603488786552	OK	 
REQUEST	21		request_0	1603488782846	1603488786556	OK	 
REQUEST	16		request_0	1603488782556	1603488786556	OK	 
REQUEST	14		request_0	1603488782576	1603488786564	OK	 
REQUEST	19		request_0	1603488782737	1603488786583	OK	 
REQUEST	28		request_0	1603488784626	1603488786583	OK	 
REQUEST	13		request_0	1603488781199	1603488786584	OK	 
REQUEST	9		request_0	1603488782577	1603488786603	OK	 
REQUEST	6		request_0	1603488782596	1603488786725	OK	 
REQUEST	29		request_0	1603488784887	1603488786726	OK	 
REQUEST	5		request_0	1603488782577	1603488786729	OK	 
REQUEST	27		request_0	1603488784356	1603488786732	OK	 
REQUEST	17		request_0	1603488781246	1603488786733	OK	 
REQUEST	23		request_0	1603488782927	1603488786737	OK	 
REQUEST	15		request_0	1603488781337	1603488786745	OK	 
REQUEST	25		request_0	1603488783726	1603488786750	OK	 
REQUEST	3		request_0	1603488782377	1603488786759	OK	 
REQUEST	12		request_0	1603488782377	1603488786759	OK	 
REQUEST	30		request_0	1603488785276	1603488786762	OK	 
REQUEST	24		request_0	1603488783226	1603488786762	OK	 
REQUEST	4		request_1	1603488786719	1603488786766	OK	 
REQUEST	11		request_1	1603488786725	1603488786767	OK	 
REQUEST	2		request_1	1603488786719	1603488786766	OK	 
REQUEST	19		request_1	1603488786732	1603488786767	OK	 
REQUEST	16		request_1	1603488786719	1603488786769	OK	 
REQUEST	13		request_1	1603488786721	1603488786769	OK	 
REQUEST	18		request_0	1603488782686	1603488786770	OK	 
REQUEST	20		request_0	1603488782787	1603488786770	OK	 
REQUEST	22		request_1	1603488786720	1603488786770	OK	 
REQUEST	21		request_1	1603488786723	1603488786769	OK	 
REQUEST	32		request_0	1603488785846	1603488786771	OK	 
REQUEST	29		request_1	1603488786730	1603488786775	OK	 
REQUEST	7		request_1	1603488786722	1603488786775	OK	 
REQUEST	13		req_login_iframe	1603488786724	1603488786777	OK	 
REQUEST	21		req_login_iframe	1603488786726	1603488786778	OK	 
REQUEST	22		req_login_iframe	1603488786723	1603488786779	OK	 
REQUEST	5		request_1	1603488786738	1603488786780	OK	 
REQUEST	11		req_login_iframe	1603488786728	1603488786780	OK	 
REQUEST	6		request_1	1603488786737	1603488786780	OK	 
REQUEST	8		request_1	1603488786732	1603488786783	OK	 
REQUEST	28		request_1	1603488786732	1603488786783	OK	 
REQUEST	9		request_1	1603488786728	1603488786785	OK	 
REQUEST	33		request_1	1603488786727	1603488786785	OK	 
REQUEST	9		req_login_iframe	1603488786730	1603488786786	OK	 
REQUEST	10		request_1	1603488786726	1603488786786	OK	 
REQUEST	6		req_login_iframe	1603488786740	1603488786789	OK	 
REQUEST	29		req_login_iframe	1603488786740	1603488786790	OK	 
REQUEST	5		req_login_iframe	1603488786740	1603488786792	OK	 
REQUEST	26		request_0	1603488784036	1603488786792	OK	 
REQUEST	27		request_1	1603488786736	1603488786793	OK	 
REQUEST	16		req_login_iframe	1603488786738	1603488786793	OK	 
REQUEST	14		request_1	1603488786738	1603488786795	OK	 
USER	ListarAnuncios3	51	START	1603488786796	1603488786796
REQUEST	7		req_login_iframe	1603488786724	1603488786796	OK	 
REQUEST	31		request_1	1603488786734	1603488786797	OK	 
REQUEST	39		Gerar Token	1603488782797	1603488786798	OK	 
REQUEST	40		Gerar Token	1603488783136	1603488786799	OK	 
REQUEST	23		request_1	1603488786743	1603488786800	OK	 
REQUEST	2		req_login_iframe	1603488786741	1603488786805	OK	 
REQUEST	25		request_1	1603488786754	1603488786806	OK	 
REQUEST	23		req_login_iframe	1603488786745	1603488786806	OK	 
REQUEST	31		req_login_iframe	1603488786743	1603488786806	OK	 
REQUEST	14		req_login_iframe	1603488786740	1603488786807	OK	 
REQUEST	33		req_login_iframe	1603488786729	1603488786808	OK	 
REQUEST	19		req_login_iframe	1603488786757	1603488786811	OK	 
REQUEST	3		request_1	1603488786762	1603488786812	OK	 
REQUEST	4		req_login_iframe	1603488786756	1603488786813	OK	 
REQUEST	28		req_login_iframe	1603488786757	1603488786814	OK	 
REQUEST	1		request_0	1603488782456	1603488786810	OK	 
REQUEST	17		request_1	1603488786748	1603488786821	OK	 
REQUEST	17		req_login_iframe	1603488786753	1603488786822	OK	 
REQUEST	8		req_login_iframe	1603488786760	1603488786834	OK	 
REQUEST	32		request_1	1603488786775	1603488786835	OK	 
REQUEST	24		request_1	1603488786779	1603488786840	OK	 
REQUEST	10		req_login_iframe	1603488786755	1603488786836	OK	 
REQUEST	3		req_login_iframe	1603488786764	1603488786839	OK	 
REQUEST	20		request_1	1603488786773	1603488786843	OK	 
REQUEST	12		request_1	1603488786763	1603488786844	OK	 
REQUEST	12		req_login_iframe	1603488786766	1603488786845	OK	 
REQUEST	24		req_login_iframe	1603488786781	1603488786864	OK	 
REQUEST	15		request_1	1603488786793	1603488786864	OK	 
REQUEST	18		request_1	1603488786783	1603488786864	OK	 
REQUEST	30		request_1	1603488786789	1603488786865	OK	 
REQUEST	30		req_login_iframe	1603488786791	1603488786867	OK	 
REQUEST	18		req_login_iframe	1603488786785	1603488786868	OK	 
REQUEST	20		req_login_iframe	1603488786775	1603488786870	OK	 
REQUEST	27		req_login_iframe	1603488786758	1603488786883	OK	 
REQUEST	32		req_login_iframe	1603488786782	1603488786883	OK	 
REQUEST	25		req_login_iframe	1603488786776	1603488786883	OK	 
REQUEST	26		req_login_iframe	1603488786800	1603488786893	OK	 
REQUEST	26		request_1	1603488786797	1603488786918	OK	 
REQUEST	15		req_login_iframe	1603488786795	1603488786919	OK	 
REQUEST	21		req_login_iframe	1603488786727	1603488786938	OK	 
REQUEST	22		req_login_iframe	1603488786723	1603488786938	OK	 
REQUEST	13		request_4	1603488786723	1603488786938	OK	 
REQUEST	22		request_3	1603488786721	1603488786938	OK	 
REQUEST	13		req_login_iframe	1603488786724	1603488786939	OK	 
REQUEST	1		req_login_iframe	1603488786820	1603488786940	OK	 
REQUEST	1		request_1	1603488786818	1603488786941	OK	 
REQUEST	22		request_4	1603488786722	1603488786958	OK	 
REQUEST	11		request_4	1603488786726	1603488786958	OK	 
REQUEST	13		request_3	1603488786722	1603488786958	OK	 
REQUEST	11		request_3	1603488786725	1603488786959	OK	 
REQUEST	29		request_3	1603488786731	1603488786959	OK	 
REQUEST	11		req_login_iframe	1603488786729	1603488786960	OK	 
REQUEST	29		request_4	1603488786739	1603488786960	OK	 
REQUEST	7		request_3	1603488786722	1603488786959	OK	 
REQUEST	6		request_3	1603488786738	1603488786959	OK	 
REQUEST	7		request_4	1603488786723	1603488786962	OK	 
REQUEST	7		req_login_iframe	1603488786724	1603488786963	OK	 
REQUEST	21		request_4	1603488786725	1603488786964	OK	 
REQUEST	21		request_3	1603488786724	1603488786965	OK	 
REQUEST	5		req_login_iframe	1603488786741	1603488786966	OK	 
REQUEST	6		request_4	1603488786739	1603488786986	OK	 
REQUEST	9		request_3	1603488786729	1603488786991	OK	 
REQUEST	6		req_login_iframe	1603488786741	1603488787006	OK	 
REQUEST	5		request_3	1603488786739	1603488787007	OK	 
REQUEST	16		request_3	1603488786720	1603488787037	OK	 
REQUEST	33		request_3	1603488786728	1603488787065	OK	 
REQUEST	5		request_4	1603488786740	1603488787067	OK	 
REQUEST	9		request_4	1603488786730	1603488787066	OK	 
REQUEST	19		request_4	1603488786756	1603488787083	OK	 
REQUEST	8		request_3	1603488786733	1603488787083	OK	 
REQUEST	29		req_login_iframe	1603488786741	1603488787084	OK	 
REQUEST	33		request_4	1603488786729	1603488787083	OK	 
REQUEST	28		request_4	1603488786756	1603488787084	OK	 
REQUEST	33		req_login_iframe	1603488786730	1603488787085	OK	 
REQUEST	16		request_4	1603488786721	1603488787085	OK	 
REQUEST	28		request_3	1603488786732	1603488787085	OK	 
REQUEST	19		request_3	1603488786732	1603488787085	OK	 
REQUEST	23		request_3	1603488786743	1603488787083	OK	 
REQUEST	9		req_login_iframe	1603488786731	1603488787086	OK	 
REQUEST	23		request_4	1603488786744	1603488787086	OK	 
REQUEST	23		req_login_iframe	1603488786750	1603488787091	OK	 
REQUEST	16		req_login_iframe	1603488786739	1603488787103	OK	 
REQUEST	2		req_login_iframe	1603488786742	1603488787103	OK	 
REQUEST	19		req_login_iframe	1603488786758	1603488787103	OK	 
REQUEST	27		request_3	1603488786743	1603488787103	OK	 
REQUEST	8		request_4	1603488786759	1603488787104	OK	 
REQUEST	3		req_login_iframe	1603488786765	1603488787104	OK	 
REQUEST	27		request_4	1603488786758	1603488787104	OK	 
REQUEST	2		request_4	1603488786737	1603488787104	OK	 
REQUEST	8		req_login_iframe	1603488786761	1603488787104	OK	 
REQUEST	27		req_login_iframe	1603488786759	1603488787104	OK	 
REQUEST	2		request_3	1603488786720	1603488787105	OK	 
REQUEST	17		request_3	1603488786752	1603488787106	OK	 
REQUEST	17		request_4	1603488786753	1603488787107	OK	 
REQUEST	4		req_login_iframe	1603488786757	1603488787111	OK	 
REQUEST	17		req_login_iframe	1603488786755	1603488787121	OK	 
REQUEST	24		req_login_iframe	1603488786781	1603488787121	OK	 
REQUEST	4		request_4	1603488786732	1603488787121	OK	 
REQUEST	3		request_3	1603488786762	1603488787121	OK	 
REQUEST	24		request_3	1603488786779	1603488787121	OK	 
REQUEST	4		request_3	1603488786720	1603488787121	OK	 
REQUEST	3		request_4	1603488786763	1603488787122	OK	 
REQUEST	24		request_4	1603488786780	1603488787122	OK	 
USER	ListarAnuncios3	52	START	1603488787135	1603488787135
REQUEST	12		request_4	1603488786765	1603488787143	OK	 
REQUEST	10		request_3	1603488786727	1603488787143	OK	 
REQUEST	32		request_3	1603488786781	1603488787143	OK	 
REQUEST	12		req_login_iframe	1603488786769	1603488787143	OK	 
REQUEST	25		request_4	1603488786766	1603488787144	OK	 
REQUEST	15		request_4	1603488786794	1603488787144	OK	 
REQUEST	12		request_3	1603488786764	1603488787144	OK	 
REQUEST	18		req_login_iframe	1603488786786	1603488787149	OK	 
REQUEST	20		req_login_iframe	1603488786791	1603488787149	OK	 
REQUEST	14		request_4	1603488786739	1603488787149	OK	 
REQUEST	25		request_3	1603488786765	1603488787149	OK	 
REQUEST	14		req_login_iframe	1603488786760	1603488787149	OK	 
REQUEST	18		request_3	1603488786784	1603488787149	OK	 
REQUEST	20		request_4	1603488786774	1603488787150	OK	 
REQUEST	32		request_4	1603488786781	1603488787150	OK	 
REQUEST	15		request_3	1603488786794	1603488787149	OK	 
REQUEST	20		request_3	1603488786774	1603488787167	OK	 
REQUEST	15		req_login_iframe	1603488786796	1603488787167	OK	 
REQUEST	28		req_login_iframe	1603488786758	1603488787167	OK	 
REQUEST	30		request_3	1603488786790	1603488787167	OK	 
REQUEST	25		req_login_iframe	1603488786777	1603488787167	OK	 
REQUEST	32		req_login_iframe	1603488786783	1603488787167	OK	 
REQUEST	18		request_4	1603488786784	1603488787168	OK	 
REQUEST	14		request_3	1603488786738	1603488787168	OK	 
REQUEST	31		req_login_iframe	1603488786744	1603488787169	OK	 
REQUEST	30		request_4	1603488786791	1603488787169	OK	 
REQUEST	31		request_4	1603488786742	1603488787170	OK	 
REQUEST	30		req_login_iframe	1603488786792	1603488787170	OK	 
REQUEST	31		request_3	1603488786737	1603488787170	OK	 
REQUEST	10		request_4	1603488786736	1603488787171	OK	 
REQUEST	10		req_login_iframe	1603488786768	1603488787171	OK	 
REQUEST	26		req_login_iframe	1603488786801	1603488787172	OK	 
REQUEST	26		request_4	1603488786799	1603488787173	OK	 
REQUEST	26		request_3	1603488786798	1603488787174	OK	 
REQUEST	1		req_login_iframe	1603488786820	1603488787186	OK	 
REQUEST	1		request_3	1603488786818	1603488787187	OK	 
REQUEST	34		request_0	1603488786546	1603488787187	OK	 
REQUEST	1		request_4	1603488786819	1603488787188	OK	 
REQUEST	34		request_1	1603488787190	1603488787221	OK	 
REQUEST	35		request_0	1603488786936	1603488787246	OK	 
REQUEST	34		req_login_iframe	1603488787192	1603488787264	OK	 
REQUEST	34		request_3	1603488787191	1603488787275	OK	 
REQUEST	35		request_1	1603488787249	1603488787275	OK	 
REQUEST	34		request_4	1603488787192	1603488787275	OK	 
REQUEST	34		req_login_iframe	1603488787193	1603488787276	OK	 
REQUEST	35		req_login_iframe	1603488787250	1603488787281	OK	 
REQUEST	36		request_0	1603488787196	1603488787304	OK	 
REQUEST	36		request_1	1603488787308	1603488787331	OK	 
REQUEST	35		request_3	1603488787250	1603488787331	OK	 
REQUEST	35		request_4	1603488787250	1603488787332	OK	 
REQUEST	36		req_login_iframe	1603488787309	1603488787339	OK	 
REQUEST	35		req_login_iframe	1603488787251	1603488787363	OK	 
REQUEST	36		request_3	1603488787308	1603488787375	OK	 
REQUEST	36		request_4	1603488787308	1603488787382	OK	 
REQUEST	36		req_login_iframe	1603488787309	1603488787390	OK	 
USER	ListarAnuncios3	53	START	1603488787465	1603488787465
REQUEST	43		Gerar Token	1603488784126	1603488787584	OK	 
REQUEST	42		Gerar Token	1603488783797	1603488787584	OK	 
REQUEST	37		request_0	1603488787506	1603488787614	OK	 
REQUEST	37		request_1	1603488787616	1603488787639	OK	 
REQUEST	37		req_login_iframe	1603488787618	1603488787648	OK	 
REQUEST	37		request_4	1603488787617	1603488787697	OK	 
REQUEST	37		request_3	1603488787617	1603488787698	OK	 
REQUEST	37		req_login_iframe	1603488787618	1603488787705	OK	 
REQUEST	44		Gerar Token	1603488784467	1603488787705	OK	 
REQUEST	45		Gerar Token	1603488784797	1603488787767	OK	 
REQUEST	48		Gerar Token	1603488785797	1603488787780	OK	 
REQUEST	41		Gerar Token	1603488783457	1603488787795	OK	 
USER	ListarAnuncios3	54	START	1603488787795	1603488787795
REQUEST	46		Gerar Token	1603488785137	1603488787897	OK	 
REQUEST	47		Gerar Token	1603488785467	1603488787897	OK	 
REQUEST	49		Gerar Token	1603488786137	1603488787925	OK	 
REQUEST	51		Gerar Token	1603488786796	1603488788065	OK	 
REQUEST	50		Gerar Token	1603488786467	1603488788065	OK	 
REQUEST	52		Gerar Token	1603488787136	1603488788107	OK	 
USER	ListarAnuncios3	55	START	1603488788136	1603488788136
REQUEST	53		Gerar Token	1603488787466	1603488788175	OK	 
REQUEST	54		Gerar Token	1603488787797	1603488788273	OK	 
USER	ListarAnuncios3	56	START	1603488788466	1603488788466
REQUEST	55		Gerar Token	1603488788136	1603488788519	OK	 
USER	ListarAnuncios3	57	START	1603488788795	1603488788795
REQUEST	56		Gerar Token	1603488788466	1603488788822	OK	 
USER	ListarAnuncios3	58	START	1603488789136	1603488789136
REQUEST	57		Gerar Token	1603488788796	1603488789155	OK	 
USER	ListarAnuncios3	59	START	1603488789466	1603488789466
REQUEST	58		Gerar Token	1603488789136	1603488789491	OK	 
USER	ListarAnuncios3	60	START	1603488789796	1603488789796
REQUEST	59		Gerar Token	1603488789466	1603488789885	OK	 
USER	ListarAnuncios3	61	START	1603488790135	1603488790135
REQUEST	60		Gerar Token	1603488789797	1603488790156	OK	 
USER	ListarAnuncios3	62	START	1603488790465	1603488790465
REQUEST	61		Gerar Token	1603488790136	1603488790486	OK	 
USER	ListarAnuncios3	63	START	1603488790806	1603488790806
REQUEST	62		Gerar Token	1603488790466	1603488790984	OK	 
USER	ListarAnuncios3	64	START	1603488791135	1603488791135
REQUEST	63		Gerar Token	1603488790807	1603488791310	OK	 
REQUEST	38		request_0	1603488791256	1603488791361	OK	 
REQUEST	38		request_1	1603488791363	1603488791392	OK	 
REQUEST	38		req_login_iframe	1603488791365	1603488791393	OK	 
REQUEST	38		request_3	1603488791363	1603488791440	OK	 
REQUEST	38		request_4	1603488791364	1603488791441	OK	 
REQUEST	38		req_login_iframe	1603488791365	1603488791441	OK	 
USER	ListarAnuncios3	65	START	1603488791465	1603488791465
REQUEST	64		Gerar Token	1603488791136	1603488791611	OK	 
USER	ListarAnuncios3	66	START	1603488791795	1603488791795
REQUEST	65		Gerar Token	1603488791466	1603488791834	OK	 
REQUEST	39		request_0	1603488791816	1603488791928	OK	 
REQUEST	40		request_0	1603488791816	1603488791937	OK	 
REQUEST	40		request_1	1603488791939	1603488791961	OK	 
REQUEST	39		request_1	1603488791931	1603488791964	OK	 
REQUEST	39		req_login_iframe	1603488791933	1603488791965	OK	 
REQUEST	40		req_login_iframe	1603488791941	1603488791971	OK	 
REQUEST	39		request_3	1603488791932	1603488792012	OK	 
REQUEST	39		request_4	1603488791933	1603488792013	OK	 
REQUEST	39		req_login_iframe	1603488791934	1603488792019	OK	 
REQUEST	40		request_4	1603488791940	1603488792019	OK	 
REQUEST	40		req_login_iframe	1603488791941	1603488792020	OK	 
REQUEST	40		request_3	1603488791940	1603488792020	OK	 
USER	ListarAnuncios3	67	START	1603488792135	1603488792135
REQUEST	66		Gerar Token	1603488791796	1603488792155	OK	 
USER	ListarAnuncios3	68	START	1603488792465	1603488792465
REQUEST	67		Gerar Token	1603488792136	1603488792476	OK	 
REQUEST	43		request_0	1603488792606	1603488792709	OK	 
REQUEST	42		request_0	1603488792606	1603488792716	OK	 
REQUEST	43		request_1	1603488792710	1603488792737	OK	 
REQUEST	43		req_login_iframe	1603488792711	1603488792743	OK	 
REQUEST	42		request_1	1603488792718	1603488792745	OK	 
REQUEST	42		req_login_iframe	1603488792719	1603488792750	OK	 
REQUEST	43		request_3	1603488792711	1603488792790	OK	 
REQUEST	43		req_login_iframe	1603488792712	1603488792791	OK	 
REQUEST	42		request_3	1603488792719	1603488792799	OK	 
REQUEST	42		request_4	1603488792719	1603488792799	OK	 
REQUEST	42		req_login_iframe	1603488792720	1603488792800	OK	 
REQUEST	43		request_4	1603488792711	1603488792801	OK	 
USER	ListarAnuncios3	69	START	1603488792795	1603488792795
REQUEST	44		request_0	1603488792726	1603488792842	OK	 
REQUEST	44		request_1	1603488792845	1603488792878	OK	 
REQUEST	44		req_login_iframe	1603488792848	1603488792883	OK	 
REQUEST	45		request_0	1603488792786	1603488792899	OK	 
REQUEST	44		request_3	1603488792846	1603488792924	OK	 
REQUEST	48		request_0	1603488792796	1603488792924	OK	 
REQUEST	44		request_4	1603488792847	1603488792933	OK	 
REQUEST	44		req_login_iframe	1603488792848	1603488792934	OK	 
REQUEST	45		request_1	1603488792901	1603488792937	OK	 
REQUEST	45		req_login_iframe	1603488792907	1603488792938	OK	 
REQUEST	41		request_0	1603488792816	1603488792939	OK	 
REQUEST	48		request_1	1603488792926	1603488792961	OK	 
REQUEST	48		req_login_iframe	1603488792928	1603488792962	OK	 
REQUEST	41		request_1	1603488792943	1603488792970	OK	 
REQUEST	41		req_login_iframe	1603488792946	1603488792979	OK	 
REQUEST	45		req_login_iframe	1603488792908	1603488792991	OK	 
REQUEST	45		request_4	1603488792906	1603488793000	OK	 
REQUEST	45		request_3	1603488792905	1603488793001	OK	 
REQUEST	68		Gerar Token	1603488792466	1603488793000	OK	 
REQUEST	48		request_3	1603488792927	1603488793013	OK	 
REQUEST	48		request_4	1603488792928	1603488793013	OK	 
REQUEST	48		req_login_iframe	1603488792929	1603488793014	OK	 
REQUEST	41		request_3	1603488792944	1603488793026	OK	 
REQUEST	41		request_4	1603488792945	1603488793037	OK	 
REQUEST	47		request_0	1603488792916	1603488793037	OK	 
REQUEST	41		req_login_iframe	1603488792952	1603488793038	OK	 
REQUEST	46		request_0	1603488792916	1603488793044	OK	 
REQUEST	47		request_1	1603488793039	1603488793063	OK	 
REQUEST	49		request_0	1603488792946	1603488793070	OK	 
REQUEST	47		req_login_iframe	1603488793041	1603488793074	OK	 
REQUEST	46		request_1	1603488793046	1603488793077	OK	 
REQUEST	46		req_login_iframe	1603488793048	1603488793078	OK	 
REQUEST	49		request_1	1603488793073	1603488793099	OK	 
REQUEST	49		req_login_iframe	1603488793075	1603488793100	OK	 
REQUEST	46		request_3	1603488793047	1603488793128	OK	 
REQUEST	47		request_3	1603488793040	1603488793128	OK	 
REQUEST	46		req_login_iframe	1603488793049	1603488793129	OK	 
REQUEST	47		request_4	1603488793040	1603488793129	OK	 
REQUEST	46		request_4	1603488793047	1603488793129	OK	 
REQUEST	47		req_login_iframe	1603488793042	1603488793134	OK	 
USER	ListarAnuncios3	70	START	1603488793136	1603488793136
REQUEST	49		req_login_iframe	1603488793076	1603488793162	OK	 
REQUEST	49		request_4	1603488793074	1603488793162	OK	 
REQUEST	49		request_3	1603488793074	1603488793163	OK	 
REQUEST	69		Gerar Token	1603488792796	1603488793197	OK	 
REQUEST	51		request_0	1603488793085	1603488793205	OK	 
REQUEST	50		request_0	1603488793085	1603488793205	OK	 
REQUEST	51		request_1	1603488793208	1603488793230	OK	 
REQUEST	50		request_1	1603488793208	1603488793239	OK	 
REQUEST	50		req_login_iframe	1603488793210	1603488793240	OK	 
REQUEST	51		req_login_iframe	1603488793210	1603488793241	OK	 
REQUEST	52		request_0	1603488793126	1603488793247	OK	 
REQUEST	52		req_login_iframe	1603488793250	1603488793283	OK	 
REQUEST	52		request_1	1603488793249	1603488793283	OK	 
REQUEST	51		request_3	1603488793208	1603488793289	OK	 
REQUEST	50		request_3	1603488793209	1603488793291	OK	 
REQUEST	51		request_4	1603488793209	1603488793291	OK	 
REQUEST	50		request_4	1603488793209	1603488793292	OK	 
REQUEST	50		req_login_iframe	1603488793210	1603488793307	OK	 
REQUEST	51		req_login_iframe	1603488793210	1603488793307	OK	 
REQUEST	53		request_0	1603488793196	1603488793315	OK	 
REQUEST	52		req_login_iframe	1603488793251	1603488793324	OK	 
REQUEST	52		request_4	1603488793250	1603488793333	OK	 
REQUEST	52		request_3	1603488793249	1603488793333	OK	 
REQUEST	53		request_1	1603488793317	1603488793342	OK	 
REQUEST	53		req_login_iframe	1603488793319	1603488793348	OK	 
REQUEST	53		request_4	1603488793318	1603488793394	OK	 
REQUEST	53		request_3	1603488793317	1603488793394	OK	 
REQUEST	53		req_login_iframe	1603488793319	1603488793394	OK	 
REQUEST	54		request_0	1603488793286	1603488793402	OK	 
