RUN	basic.TestAmei	testamei	1602011141935	teste	3.0.2
USER	POST Authentication	1	START	1602011144446	1602011144446
USER	POST Authentication	2	START	1602011144468	1602011144468
USER	POST Authentication	3	START	1602011144470	1602011144470
USER	POST Authentication	4	START	1602011144471	1602011144471
USER	POST Authentication	5	START	1602011144472	1602011144472
REQUEST	5		get	1602011144473	1602011149966	OK	 
REQUEST	1		get	1602011144466	1602011149965	OK	 
REQUEST	4		get	1602011144472	1602011149944	OK	 
USER	POST Authentication	4	END	1602011144471	1602011149980
USER	POST Authentication	5	END	1602011144472	1602011149980
USER	POST Authentication	1	END	1602011144446	1602011149980
REQUEST	3		get	1602011144471	1602011150097	OK	 
USER	POST Authentication	3	END	1602011144470	1602011150099
REQUEST	2		get	1602011144469	1602011150123	OK	 
USER	POST Authentication	2	END	1602011144468	1602011150124
