RUN	basic.AcessoMercadoAzul1	acessomercadoazul1	1603118152936	teste	3.0.2
USER	AcessoMercadoAzul1	1	START	1603118155207	1603118155207
USER	AcessoMercadoAzul1	2	START	1603118155493	1603118155493
USER	AcessoMercadoAzul1	3	START	1603118155743	1603118155743
USER	AcessoMercadoAzul1	4	START	1603118155994	1603118155994
USER	AcessoMercadoAzul1	5	START	1603118156243	1603118156243
USER	AcessoMercadoAzul1	6	START	1603118156584	1603118156584
USER	AcessoMercadoAzul1	7	START	1603118156913	1603118156913
USER	AcessoMercadoAzul1	8	START	1603118157243	1603118157243
USER	AcessoMercadoAzul1	9	START	1603118157554	1603118157554
USER	AcessoMercadoAzul1	10	START	1603118157884	1603118157884
USER	AcessoMercadoAzul1	11	START	1603118158224	1603118158224
USER	AcessoMercadoAzul1	12	START	1603118158473	1603118158473
USER	AcessoMercadoAzul1	13	START	1603118158724	1603118158724
USER	AcessoMercadoAzul1	14	START	1603118158973	1603118158973
USER	AcessoMercadoAzul1	15	START	1603118159224	1603118159224
USER	AcessoMercadoAzul1	16	START	1603118159554	1603118159554
USER	AcessoMercadoAzul1	17	START	1603118159884	1603118159884
USER	AcessoMercadoAzul1	18	START	1603118160214	1603118160214
USER	AcessoMercadoAzul1	19	START	1603118160554	1603118160554
REQUEST	5		request_0	1603118156244	1603118160536	OK	 
REQUEST	7		request_0	1603118156914	1603118160536	OK	 
REQUEST	3		request_0	1603118155744	1603118160548	OK	 
REQUEST	10		request_0	1603118157885	1603118160546	OK	 
REQUEST	15		request_0	1603118159226	1603118160546	OK	 
REQUEST	8		request_0	1603118157244	1603118160546	OK	 
REQUEST	4		request_0	1603118155995	1603118160562	OK	 
REQUEST	16		request_0	1603118159555	1603118160545	OK	 
REQUEST	13		request_0	1603118158724	1603118160545	OK	 
REQUEST	6		request_0	1603118156586	1603118160545	OK	 
REQUEST	14		request_0	1603118158975	1603118160547	OK	 
REQUEST	9		request_0	1603118157555	1603118160545	OK	 
REQUEST	2		request_0	1603118155494	1603118160546	OK	 
REQUEST	12		request_0	1603118158474	1603118160548	OK	 
REQUEST	1		request_0	1603118155234	1603118160536	OK	 
REQUEST	11		request_0	1603118158225	1603118160538	OK	 
USER	AcessoMercadoAzul1	20	START	1603118160883	1603118160883
USER	AcessoMercadoAzul1	21	START	1603118161223	1603118161223
USER	AcessoMercadoAzul1	22	START	1603118161474	1603118161474
USER	AcessoMercadoAzul1	23	START	1603118161723	1603118161723
USER	AcessoMercadoAzul1	24	START	1603118161974	1603118161974
USER	AcessoMercadoAzul1	25	START	1603118162224	1603118162224
USER	AcessoMercadoAzul1	26	START	1603118162554	1603118162554
USER	AcessoMercadoAzul1	27	START	1603118162884	1603118162884
USER	AcessoMercadoAzul1	28	START	1603118163223	1603118163223
USER	AcessoMercadoAzul1	29	START	1603118163553	1603118163553
USER	AcessoMercadoAzul1	30	START	1603118163884	1603118163884
USER	AcessoMercadoAzul1	31	START	1603118164224	1603118164224
USER	AcessoMercadoAzul1	32	START	1603118164474	1603118164474
USER	AcessoMercadoAzul1	33	START	1603118164724	1603118164724
USER	AcessoMercadoAzul1	34	START	1603118164974	1603118164974
USER	AcessoMercadoAzul1	35	START	1603118165223	1603118165223
USER	AcessoMercadoAzul1	36	START	1603118165554	1603118165554
USER	AcessoMercadoAzul1	37	START	1603118165883	1603118165883
USER	AcessoMercadoAzul1	38	START	1603118166224	1603118166224
USER	AcessoMercadoAzul1	39	START	1603118166553	1603118166553
USER	AcessoMercadoAzul1	40	START	1603118166884	1603118166884
USER	AcessoMercadoAzul1	41	START	1603118167213	1603118167213
USER	AcessoMercadoAzul1	42	START	1603118167474	1603118167474
USER	AcessoMercadoAzul1	43	START	1603118167724	1603118167724
USER	AcessoMercadoAzul1	44	START	1603118167974	1603118167974
USER	AcessoMercadoAzul1	45	START	1603118168224	1603118168224
USER	AcessoMercadoAzul1	46	START	1603118168554	1603118168554
USER	AcessoMercadoAzul1	47	START	1603118168884	1603118168884
USER	AcessoMercadoAzul1	48	START	1603118169224	1603118169224
USER	AcessoMercadoAzul1	49	START	1603118169554	1603118169554
USER	AcessoMercadoAzul1	50	START	1603118169884	1603118169884
USER	AcessoMercadoAzul1	51	START	1603118170224	1603118170224
