RUN	basic.TestAmei	testamei	1602078536802	teste	3.0.2
USER	POST Authentication	1	START	1602078539236	1602078539236
USER	POST Authentication	2	START	1602078539240	1602078539240
USER	POST Authentication	3	START	1602078539241	1602078539241
USER	POST Authentication	4	START	1602078539241	1602078539241
USER	POST Authentication	5	START	1602078539241	1602078539241
REQUEST	5		POST OAuth Req	1602078539269	1602078544675	OK	 
REQUEST	4		POST OAuth Req	1602078539268	1602078544675	OK	 
REQUEST	1		POST OAuth Req	1602078539265	1602078544675	OK	 
REQUEST	3		POST OAuth Req	1602078539267	1602078544668	OK	 
REQUEST	2		POST OAuth Req	1602078539267	1602078544668	OK	 
REQUEST	2		get	1602078544753	1602078549980	OK	 
USER	POST Authentication	2	END	1602078539240	1602078549998
REQUEST	4		get	1602078544753	1602078550268	OK	 
REQUEST	3		get	1602078544753	1602078550268	OK	 
USER	POST Authentication	3	END	1602078539241	1602078550271
USER	POST Authentication	4	END	1602078539241	1602078550271
REQUEST	5		get	1602078544753	1602078550544	OK	 
USER	POST Authentication	5	END	1602078539241	1602078550546
REQUEST	1		get	1602078544753	1602078550569	OK	 
USER	POST Authentication	1	END	1602078539236	1602078550572
