RUN	basic.AcessoMercadoAzul1	acessomercadoazul1	1602854903893	teste	3.0.2
USER	AcessoMercadoAzul1	1	START	1602854906291	1602854906291
REQUEST	1		request_0	1602854906317	1602854911498	OK	 
REQUEST	1		request_1	1602854931681	1602854946813	OK	 
REQUEST	1		request_7	1602854946816	1602854946842	OK	 
REQUEST	1		request_10	1602854946843	1602854946903	OK	 
REQUEST	1		request_4	1602854931685	1602854947001	OK	 
REQUEST	1		request_3	1602854931684	1602854947004	OK	 
REQUEST	1		request_16	1602854936720	1602854947005	OK	 
REQUEST	1		request_2	1602854931683	1602854947012	OK	 
REQUEST	1		request_6	1602854931687	1602854947013	OK	 
REQUEST	1		request_18	1602854926646	1602854947020	OK	 
REQUEST	1		request_15	1602854931688	1602854947022	OK	 
REQUEST	1		request_21	1602854911545	1602854947064	OK	 
REQUEST	1		request_14	1602854931680	1602854947078	OK	 
REQUEST	1		request_13	1602854931679	1602854947099	OK	 
REQUEST	1		request_11	1602854926648	1602854947104	OK	 
REQUEST	1		request_12	1602854931677	1602854947108	OK	 
REQUEST	1		request_5	1602854931686	1602854947145	OK	 
REQUEST	1		request_17	1602854921615	1602854947147	OK	 
REQUEST	1		request_20	1602854941756	1602854947151	OK	 
REQUEST	1		request_22	1602854936721	1602854947169	OK	 
REQUEST	1		request_23	1602854916579	1602854947370	OK	 
REQUEST	1		request_24	1602854921612	1602854947803	OK	 
REQUEST	1		request_25	1602854921613	1602854947990	OK	 
REQUEST	1		request_26	1602854950017	1602854950040	OK	 
REQUEST	1		request_27	1602854950053	1602854960226	OK	 
REQUEST	1		request_31	1602854955092	1602854960228	OK	 
REQUEST	1		request_28	1602854955091	1602854960231	OK	 
REQUEST	1		request_29	1602854955089	1602854960236	OK	 
REQUEST	1		request_32	1602854960223	1602854960352	OK	 
REQUEST	1		request_33	1602854955093	1602854960368	OK	 
REQUEST	1		request_36	1602854955088	1602854960457	OK	 
REQUEST	1		request_35	1602854950055	1602854960514	OK	 
REQUEST	1		request_30	1602854955095	1602854960570	OK	 
REQUEST	1		request_34	1602854955094	1602854960781	OK	 
REQUEST	1		request_37	1602854976801	1602854976861	OK	 
REQUEST	1		request_37 Redirect 1	1602854976872	1602854976917	OK	 
REQUEST	1		request_45	1602854977013	1602854982054	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST	1		request_39	1602854977010	1602854982059	OK	 
REQUEST	1		request_48	1602854977011	1602854982060	OK	 
REQUEST	1		request_50	1602854977011	1602854982062	OK	 
REQUEST	1		request_41	1602854977012	1602854982063	OK	 
REQUEST	1		request_43	1602854977013	1602854982064	OK	 
REQUEST	1		request_42	1602854977012	1602854982065	OK	 
REQUEST	1		request_52	1602854982051	1602854982074	OK	 
REQUEST	1		request_54	1602854982052	1602854982085	OK	 
REQUEST	1		request_44	1602854982049	1602854982091	OK	 
REQUEST	1		request_47	1602854982050	1602854982093	OK	 
REQUEST	1		request_42	1602854982067	1602854982094	OK	 
REQUEST	1		request_46	1602854977014	1602854982189	OK	 
USER	AcessoMercadoAzul1	1	END	1602854906291	1602854982208
