RUN	basic.CadastrarAnuncio	cadastraranuncio	1603497840840	teste	3.0.2
USER	CadastrarAnuncio	1	START	1603497843210	1603497843210
USER	CadastrarAnuncio	2	START	1603497843217	1603497843217
USER	CadastrarAnuncio	3	START	1603497843217	1603497843217
USER	CadastrarAnuncio	4	START	1603497843217	1603497843217
USER	CadastrarAnuncio	5	START	1603497843218	1603497843218
USER	CadastrarAnuncio	6	START	1603497843218	1603497843218
USER	CadastrarAnuncio	7	START	1603497843218	1603497843218
USER	CadastrarAnuncio	8	START	1603497843219	1603497843219
USER	CadastrarAnuncio	9	START	1603497843219	1603497843219
USER	CadastrarAnuncio	10	START	1603497843219	1603497843219
USER	CadastrarAnuncio	11	START	1603497843219	1603497843219
USER	CadastrarAnuncio	12	START	1603497843220	1603497843220
USER	CadastrarAnuncio	13	START	1603497843220	1603497843220
USER	CadastrarAnuncio	14	START	1603497843220	1603497843220
USER	CadastrarAnuncio	15	START	1603497843221	1603497843221
USER	CadastrarAnuncio	16	START	1603497843221	1603497843221
USER	CadastrarAnuncio	17	START	1603497843221	1603497843221
USER	CadastrarAnuncio	18	START	1603497843222	1603497843222
USER	CadastrarAnuncio	19	START	1603497843222	1603497843222
USER	CadastrarAnuncio	20	START	1603497843222	1603497843222
USER	CadastrarAnuncio	21	START	1603497843222	1603497843222
USER	CadastrarAnuncio	22	START	1603497843223	1603497843223
USER	CadastrarAnuncio	23	START	1603497843223	1603497843223
USER	CadastrarAnuncio	24	START	1603497843223	1603497843223
USER	CadastrarAnuncio	25	START	1603497843223	1603497843223
USER	CadastrarAnuncio	26	START	1603497843224	1603497843224
USER	CadastrarAnuncio	27	START	1603497843224	1603497843224
USER	CadastrarAnuncio	28	START	1603497843224	1603497843224
USER	CadastrarAnuncio	29	START	1603497843224	1603497843224
USER	CadastrarAnuncio	30	START	1603497843225	1603497843225
USER	CadastrarAnuncio	31	START	1603497843225	1603497843225
USER	CadastrarAnuncio	32	START	1603497843228	1603497843228
USER	CadastrarAnuncio	33	START	1603497843228	1603497843228
USER	CadastrarAnuncio	34	START	1603497843229	1603497843229
USER	CadastrarAnuncio	35	START	1603497843229	1603497843229
USER	CadastrarAnuncio	36	START	1603497843229	1603497843229
USER	CadastrarAnuncio	37	START	1603497843229	1603497843229
USER	CadastrarAnuncio	38	START	1603497843230	1603497843230
USER	CadastrarAnuncio	39	START	1603497843230	1603497843230
USER	CadastrarAnuncio	40	START	1603497843230	1603497843230
USER	CadastrarAnuncio	41	START	1603497843230	1603497843230
USER	CadastrarAnuncio	42	START	1603497843231	1603497843231
USER	CadastrarAnuncio	43	START	1603497843231	1603497843231
USER	CadastrarAnuncio	44	START	1603497843231	1603497843231
USER	CadastrarAnuncio	45	START	1603497843232	1603497843232
USER	CadastrarAnuncio	46	START	1603497843232	1603497843232
USER	CadastrarAnuncio	47	START	1603497843232	1603497843232
USER	CadastrarAnuncio	48	START	1603497843233	1603497843233
USER	CadastrarAnuncio	49	START	1603497843233	1603497843233
USER	CadastrarAnuncio	50	START	1603497843233	1603497843233
USER	CadastrarAnuncio	51	START	1603497843233	1603497843233
USER	CadastrarAnuncio	52	START	1603497843234	1603497843234
USER	CadastrarAnuncio	53	START	1603497843234	1603497843234
USER	CadastrarAnuncio	54	START	1603497843234	1603497843234
USER	CadastrarAnuncio	55	START	1603497843235	1603497843235
USER	CadastrarAnuncio	56	START	1603497843235	1603497843235
USER	CadastrarAnuncio	57	START	1603497843236	1603497843236
USER	CadastrarAnuncio	58	START	1603497843236	1603497843236
USER	CadastrarAnuncio	59	START	1603497843238	1603497843238
USER	CadastrarAnuncio	60	START	1603497843238	1603497843238
USER	CadastrarAnuncio	61	START	1603497843238	1603497843238
USER	CadastrarAnuncio	62	START	1603497843239	1603497843239
USER	CadastrarAnuncio	63	START	1603497843239	1603497843239
USER	CadastrarAnuncio	64	START	1603497843239	1603497843239
USER	CadastrarAnuncio	65	START	1603497843240	1603497843240
USER	CadastrarAnuncio	66	START	1603497843240	1603497843240
USER	CadastrarAnuncio	67	START	1603497843240	1603497843240
USER	CadastrarAnuncio	68	START	1603497843241	1603497843241
USER	CadastrarAnuncio	69	START	1603497843241	1603497843241
USER	CadastrarAnuncio	70	START	1603497843241	1603497843241
USER	CadastrarAnuncio	71	START	1603497843241	1603497843241
USER	CadastrarAnuncio	72	START	1603497843242	1603497843242
USER	CadastrarAnuncio	73	START	1603497843242	1603497843242
USER	CadastrarAnuncio	74	START	1603497843242	1603497843242
USER	CadastrarAnuncio	75	START	1603497843243	1603497843243
USER	CadastrarAnuncio	76	START	1603497843243	1603497843243
USER	CadastrarAnuncio	77	START	1603497843243	1603497843243
USER	CadastrarAnuncio	78	START	1603497843244	1603497843244
USER	CadastrarAnuncio	79	START	1603497843244	1603497843244
USER	CadastrarAnuncio	80	START	1603497843244	1603497843244
USER	CadastrarAnuncio	81	START	1603497843245	1603497843245
USER	CadastrarAnuncio	82	START	1603497843245	1603497843245
