RUN	basic.ListarAnuncios3	listaranuncios3	1603233069463	teste	3.0.2
USER	ListarAnuncios3	1	START	1603233071817	1603233071817
REQUEST	1		Gerar Token	1603233071851	1603233077560	OK	 
REQUEST	1		request_0	1603233082585	1603233088788	OK	 
REQUEST	1		request_1	1603233088912	1603233088934	OK	 
REQUEST	1		request_2	1603233088916	1603233088945	OK	 
REQUEST	1		request_4	1603233088914	1603233088990	OK	 
REQUEST	1		request_7	1603233088917	1603233089030	OK	 
REQUEST	1		request_3	1603233088913	1603233089999	OK	 
REQUEST	1		request_8	1603233101995	1603233102020	OK	 
REQUEST	1		request_9	1603233102027	1603233107291	OK	 
REQUEST	1		request_10	1603233102030	1603233107474	OK	 
REQUEST	1		request_13	1603233102028	1603233107488	OK	 
REQUEST	1		request_11	1603233107274	1603233107532	OK	 
REQUEST	1		request_14	1603233117535	1603233117593	OK	 
REQUEST	1		request_14 Redirect 1	1603233117602	1603233117647	OK	 
REQUEST	1		request_18	1603233122710	1603233127765	OK	 
REQUEST	1		request_15	1603233117672	1603233127768	OK	 
REQUEST	1		request_19	1603233117673	1603233127771	OK	 
REQUEST	1		request_23	1603233117674	1603233127772	OK	 
REQUEST	1		request_17	1603233122708	1603233127775	OK	 
REQUEST	1		request_27	1603233127761	1603233127791	OK	 
REQUEST	1		request_28	1603233127763	1603233127792	OK	 
REQUEST	1		request_22	1603233127760	1603233127913	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST	1		request_21	1603233122711	1603233127922	OK	 
REQUEST	1		request_24	1603233117675	1603233128913	OK	 
REQUEST	1		request_18	1603233127767	1603233128954	OK	 
REQUEST	1		request_33	1603233135964	1603233135999	OK	 
REQUEST	1		request_34	1603233136006	1603233136031	OK	 
REQUEST	1		request_35	1603233136008	1603233136032	OK	 
REQUEST	1		request_39	1603233136011	1603233136038	OK	 
REQUEST	1		request_38	1603233136009	1603233136038	OK	 
REQUEST	1		request_41	1603233136013	1603233137117	OK	 
REQUEST	1		request_40	1603233136012	1603233137119	OK	 
REQUEST	1		request_41	1603233137118	1603233137174	OK	 
REQUEST	1		request_41	1603233137176	1603233137256	OK	 
REQUEST	1		request_45	1603233139254	1603233139291	OK	 
REQUEST	1		request_46	1603233139296	1603233139328	OK	 
REQUEST	1		request_47	1603233139297	1603233139329	OK	 
REQUEST	1		request_50	1603233139300	1603233139330	OK	 
REQUEST	1		request_49	1603233139299	1603233139334	OK	 
REQUEST	1		request_50	1603233139332	1603233139383	OK	 
