RUN	basic.AcessoMercadoAzul1	acessomercadoazul1	1603129416590	teste script acesso mercado azul	3.0.2
REQUEST	554		request_0	1603129584593	1603129587348	OK	 
REQUEST	475		request_21	1603129587242	1603129587354	OK	 
REQUEST	540		request_2	1603129582769	1603129587354	OK	 
REQUEST	539		request_1	1603129584247	1603129587355	OK	 
REQUEST	535		request_12	1603129580021	1603129587371	OK	 
REQUEST	555		request_11	1603129586592	1603129587371	OK	 
REQUEST	555		request_13	1603129586593	1603129587372	OK	 
REQUEST	507		request_5	1603129582770	1603129587420	OK	 
REQUEST	555		request_2	1603129586592	1603129587420	OK	 
REQUEST	523		request_2	1603129586631	1603129587420	OK	 
REQUEST	523		request_5	1603129586631	1603129587421	OK	 
REQUEST	554		request_1	1603129587349	1603129587424	OK	 
REQUEST	512		request_11	1603129586234	1603129587426	OK	 
REQUEST	555		request_5	1603129586592	1603129587441	OK	 
REQUEST	523		request_11	1603129586631	1603129587441	OK	 
REQUEST	523		request_10	1603129586631	1603129587468	OK	 
REQUEST	555		request_10	1603129586592	1603129587468	OK	 
REQUEST	523		request_13	1603129586631	1603129587510	OK	 
REQUEST	507		request_10	1603129582770	1603129587511	OK	 
REQUEST	538		request_2	1603129587040	1603129587538	OK	 
REQUEST	528		request_10	1603129586320	1603129587560	OK	 
REQUEST	538		request_5	1603129587040	1603129587560	OK	 
REQUEST	532		request_0	1603129578092	1603129587574	OK	 
REQUEST	528		request_2	1603129586319	1603129587574	OK	 
REQUEST	474		request_22	1603129587321	1603129587574	OK	 
REQUEST	538		request_11	1603129587040	1603129587575	OK	 
USER	AcessoMercadoAzul1	564	START	1603129587592	1603129587592
REQUEST	471		request_21	1603129587392	1603129587595	OK	 
REQUEST	523		request_12	1603129586631	1603129587595	OK	 
REQUEST	538		request_13	1603129587040	1603129587625	OK	 
REQUEST	538		request_12	1603129587040	1603129587651	OK	 
REQUEST	492		request_12	1603129579483	1603129587651	OK	 
REQUEST	538		request_10	1603129587040	1603129587678	OK	 
REQUEST	555		request_12	1603129586592	1603129587764	OK	 
REQUEST	480		request_12	1603129570483	1603129587764	OK	 
REQUEST	503		request_21	1603129587512	1603129587787	OK	 
REQUEST	475		request_22	1603129587354	1603129587809	OK	 
REQUEST	522		request_21	1603129586872	1603129587814	OK	 
REQUEST	528		request_11	1603129586320	1603129587837	OK	 
USER	AcessoMercadoAzul1	565	START	1603129587842	1603129587842
REQUEST	532		request_1	1603129587575	1603129587861	OK	 
REQUEST	528		request_12	1603129586320	1603129587862	OK	 
REQUEST	471		request_22	1603129587595	1603129587884	OK	 
REQUEST	519		request_0	1603129574182	1603129587961	OK	 
REQUEST	539		request_11	1603129584248	1603129587961	OK	 
REQUEST	528		request_5	1603129586320	1603129587961	OK	 
REQUEST	503		request_22	1603129587788	1603129588004	OK	 
REQUEST	556		request_0	1603129585182	1603129588028	OK	 
REQUEST	522		request_22	1603129587814	1603129588057	OK	 
REQUEST	508		request_10	1603129578210	1603129588164	OK	 
USER	AcessoMercadoAzul1	566	START	1603129588182	1603129588182
REQUEST	528		request_13	1603129586320	1603129588191	OK	 
REQUEST	554		request_5	1603129587349	1603129588250	OK	 
REQUEST	442		request_30	1603129587952	1603129588269	OK	 
REQUEST	554		request_2	1603129587349	1603129588270	OK	 
REQUEST	554		request_11	1603129587349	1603129588270	OK	 
REQUEST	519		request_1	1603129587961	1603129588276	OK	 
REQUEST	554		request_10	1603129587349	1603129588291	OK	 
REQUEST	539		request_10	1603129584248	1603129588338	OK	 
REQUEST	554		request_12	1603129587349	1603129588338	OK	 
REQUEST	554		request_13	1603129587349	1603129588364	OK	 
REQUEST	556		request_1	1603129588028	1603129588366	OK	 
REQUEST	411		request_36	1603129581809	1603129588383	OK	 
REQUEST	391		request_21	1603129588102	1603129588383	OK	 
REQUEST	506		request_21	1603129588092	1603129588383	OK	 
USER	AcessoMercadoAzul1	411	END	1603129541842	1603129588384
REQUEST	363		request_30	1603129588102	1603129588384	OK	 
REQUEST	476		request_12	1603129569862	1603129588414	OK	 
REQUEST	539		request_13	1603129584248	1603129588437	OK	 
REQUEST	539		request_5	1603129584248	1603129588437	OK	 
USER	AcessoMercadoAzul1	567	START	1603129588512	1603129588512
REQUEST	507		request_21	1603129588242	1603129588515	OK	 
REQUEST	516		request_13	1603129579174	1603129588531	OK	 
REQUEST	540		request_21	1603129588352	1603129588551	OK	 
REQUEST	348		request_36	1603129581424	1603129588598	OK	 
REQUEST	532		request_11	1603129587575	1603129588685	OK	 
REQUEST	348		request_39	1603129581424	1603129588708	OK	 
USER	AcessoMercadoAzul1	348	END	1603129522842	1603129588709
REQUEST	396		request_39	1603129582783	1603129588730	OK	 
REQUEST	363		request_30 Redirect 1	1603129588384	1603129588731	OK	 
USER	AcessoMercadoAzul1	396	END	1603129537182	1603129588732
REQUEST	442		request_30 Redirect 1	1603129588269	1603129588752	OK	 
REQUEST	460		request_30	1603129588182	1603129588800	OK	 
REQUEST	532		request_13	1603129587575	1603129588801	OK	 
REQUEST	532		request_2	1603129587575	1603129588822	OK	 
REQUEST	532		request_5	1603129587575	1603129588822	OK	 
REQUEST	564		request_0	1603129587592	1603129588822	OK	 
USER	AcessoMercadoAzul1	568	START	1603129588842	1603129588842
REQUEST	560		request_0	1603129586512	1603129588844	OK	 
REQUEST	519		request_5	1603129587961	1603129588877	OK	 
REQUEST	508		request_21	1603129588492	1603129588921	OK	 
REQUEST	532		request_12	1603129587575	1603129588921	OK	 
REQUEST	252		request_30 Redirect 1	1603129586547	1603129588921	OK	 
REQUEST	516		request_12	1603129579174	1603129588949	OK	 
REQUEST	532		request_10	1603129587575	1603129588976	OK	 
REQUEST	391		request_22	1603129588384	1603129589025	OK	 
REQUEST	564		request_1	1603129588823	1603129589067	OK	 
USER	AcessoMercadoAzul1	569	START	1603129589182	1603129589182
REQUEST	519		request_11	1603129587962	1603129589185	OK	 
REQUEST	560		request_1	1603129588844	1603129589231	OK	 
REQUEST	519		request_12	1603129587962	1603129589232	OK	 
REQUEST	519		request_10	1603129587962	1603129589254	OK	 
REQUEST	500		request_5	1603129568624	1603129589284	OK	 
REQUEST	519		request_2	1603129587961	1603129589303	OK	 
REQUEST	368		request_10	1603129529845	1603129589303	OK	 
REQUEST	519		request_13	1603129587962	1603129589474	OK	 
REQUEST	567		request_0	1603129588512	1603129589493	OK	 
REQUEST	404		request_30	1603129589102	1603129589496	OK	 
REQUEST	564		request_2	1603129588823	1603129589497	OK	 
USER	AcessoMercadoAzul1	570	START	1603129589512	1603129589512
REQUEST	512		request_13	1603129586234	1603129589563	OK	 
REQUEST	567		request_1	1603129589493	1603129589573	OK	 
REQUEST	512		request_12	1603129586234	1603129589642	OK	 
REQUEST	560		request_2	1603129588844	1603129589653	OK	 
REQUEST	564		request_11	1603129588823	1603129589666	OK	 
REQUEST	564		request_5	1603129588823	1603129589672	OK	 
REQUEST	516		request_10	1603129579174	1603129589672	OK	 
REQUEST	560		request_5	1603129588844	1603129589696	OK	 
REQUEST	560		request_11	1603129588844	1603129589696	OK	 
REQUEST	560		request_10	1603129588844	1603129589710	OK	 
REQUEST	560		request_13	1603129588845	1603129589710	OK	 
REQUEST	519		request_21	1603129589603	1603129589758	OK	 
REQUEST	564		request_10	1603129588823	1603129589824	OK	 
REQUEST	535		request_21	1603129589632	1603129589829	OK	 
USER	AcessoMercadoAzul1	571	START	1603129589842	1603129589842
REQUEST	404		request_30 Redirect 1	1603129589496	1603129589865	OK	 
REQUEST	560		request_12	1603129588844	1603129589866	OK	 
REQUEST	519		request_22	1603129589758	1603129589892	OK	 
REQUEST	535		request_22	1603129589829	1603129589952	OK	 
REQUEST	567		request_5	1603129589493	1603129589959	OK	 
REQUEST	567		request_2	1603129589493	1603129589972	OK	 
REQUEST	532		request_21	1603129589752	1603129589973	OK	 
REQUEST	271		request_35	1603129584892	1603129589973	OK	 
REQUEST	418		request_35	1603129586866	1603129589973	OK	 
REQUEST	442		request_35	1603129588754	1603129589973	OK	 
REQUEST	252		request_35	1603129588923	1603129589974	OK	 
REQUEST	363		request_35	1603129588733	1603129589974	OK	 
REQUEST	376		request_35	1603129587325	1603129589974	OK	 
REQUEST	342		request_35	1603129586717	1603129589974	OK	 
REQUEST	406		request_34	1603129584229	1603129589974	OK	 
REQUEST	564		request_12	1603129588823	1603129589974	OK	 
REQUEST	443		request_5	1603129574972	1603129589974	OK	 
REQUEST	540		request_22	1603129588551	1603129589974	OK	 
REQUEST	506		request_22	1603129588384	1603129589975	OK	 
REQUEST	534		request_12	1603129580656	1603129589975	OK	 
REQUEST	536		request_12	1603129585999	1603129589976	OK	 
REQUEST	376		request_31	1603129587324	1603129589976	OK	 
REQUEST	394		request_39	1603129577243	1603129589976	OK	 
REQUEST	376		request_41	1603129587325	1603129589976	OK	 
REQUEST	376		request_43	1603129587325	1603129589976	OK	 
REQUEST	376		request_34	1603129587325	1603129589976	OK	 
REQUEST	376		request_45	1603129587325	1603129589976	OK	 
REQUEST	349		request_35	1603129586214	1603129589976	OK	 
REQUEST	414		request_35	1603129586622	1603129589976	OK	 
REQUEST	376		request_47	1603129587325	1603129589976	OK	 
REQUEST	552		request_0	1603129584092	1603129589977	OK	 
REQUEST	460		request_30 Redirect 1	1603129588801	1603129589977	OK	 
REQUEST	502		request_12	1603129578419	1603129589977	OK	 
REQUEST	442		request_31	1603129588753	1603129589977	OK	 
REQUEST	430		request_30 Redirect 1	1603129586040	1603129589977	OK	 
REQUEST	442		request_41	1603129588753	1603129589977	OK	 
REQUEST	442		request_45	1603129588754	1603129589977	OK	 
REQUEST	442		request_34	1603129588754	1603129589978	OK	 
REQUEST	442		request_47	1603129588754	1603129589978	OK	 
REQUEST	477		request_12	1603129569862	1603129589978	OK	 
REQUEST	442		request_43	1603129588754	1603129589978	OK	 
REQUEST	406		request_41	1603129584229	1603129589978	OK	 
USER	AcessoMercadoAzul1	394	END	1603129536592	1603129589977
REQUEST	550		request_5	1603129585214	1603129589979	OK	 
REQUEST	355		request_35	1603129585143	1603129589981	OK	 
REQUEST	377		request_35	1603129585754	1603129589981	OK	 
REQUEST	405		request_35	1603129585215	1603129589981	OK	 
REQUEST	547		request_11	1603129583457	1603129589981	OK	 
REQUEST	357		request_30	1603129584921	1603129589981	OK	 
REQUEST	441		request_30	1603129585172	1603129589981	OK	 
REQUEST	473		request_2	1603129576142	1603129589982	OK	 
REQUEST	547		request_13	1603129583457	1603129589982	OK	 
REQUEST	539		request_12	1603129584248	1603129589985	OK	 
REQUEST	507		request_22	1603129588515	1603129589986	OK	 
REQUEST	363		request_31	1603129588732	1603129589987	OK	 
REQUEST	363		request_41	1603129588733	1603129589987	OK	 
REQUEST	363		request_43	1603129588733	1603129589987	OK	 
REQUEST	363		request_45	1603129588733	1603129589987	OK	 
REQUEST	363		request_47	1603129588733	1603129589987	OK	 
REQUEST	363		request_34	1603129588733	1603129589988	OK	 
REQUEST	534		request_5	1603129580656	1603129589980	OK	 
REQUEST	534		request_13	1603129580656	1603129589988	OK	 
REQUEST	271		request_31	1603129584891	1603129589989	OK	 
REQUEST	271		request_47	1603129584892	1603129589989	OK	 
REQUEST	374		request_30 Redirect 1	1603129586240	1603129589989	OK	 
REQUEST	271		request_41	1603129584891	1603129589989	OK	 
REQUEST	537		request_1	1603129585409	1603129589989	OK	 
REQUEST	271		request_45	1603129584892	1603129589990	OK	 
REQUEST	369		request_35	1603129584995	1603129589990	OK	 
REQUEST	252		request_31	1603129588923	1603129589990	OK	 
REQUEST	271		request_34	1603129584891	1603129589990	OK	 
REQUEST	367		request_35	1603129584888	1603129589990	OK	 
REQUEST	508		request_22	1603129588921	1603129589991	OK	 
REQUEST	271		request_43	1603129584891	1603129589991	OK	 
REQUEST	252		request_34	1603129588923	1603129589991	OK	 
REQUEST	252		request_45	1603129588924	1603129589991	OK	 
REQUEST	252		request_41	1603129588923	1603129589991	OK	 
REQUEST	473		request_12	1603129576142	1603129589992	OK	 
REQUEST	342		request_41	1603129586716	1603129589992	OK	 
REQUEST	567		request_11	1603129589493	1603129589992	OK	 
REQUEST	342		request_31	1603129586716	1603129589992	OK	 
REQUEST	377		request_41	1603129585754	1603129589992	OK	 
REQUEST	377		request_31	1603129585754	1603129589992	OK	 
REQUEST	342		request_43	1603129586716	1603129589992	OK	 
REQUEST	342		request_47	1603129586717	1603129589992	OK	 
REQUEST	377		request_45	1603129585755	1603129589992	OK	 
REQUEST	377		request_47	1603129585755	1603129589992	OK	 
REQUEST	342		request_45	1603129586717	1603129589992	OK	 
REQUEST	377		request_34	1603129585754	1603129589993	OK	 
REQUEST	342		request_34	1603129586717	1603129589993	OK	 
REQUEST	547		request_10	1603129583457	1603129589982	OK	 
REQUEST	505		request_12	1603129579657	1603129589994	OK	 
REQUEST	377		request_43	1603129585754	1603129589994	OK	 
REQUEST	547		request_12	1603129583457	1603129589994	OK	 
REQUEST	505		request_1	1603129579657	1603129589994	OK	 
REQUEST	361		request_36	1603129574941	1603129589994	OK	 
REQUEST	547		request_5	1603129583457	1603129589994	OK	 
REQUEST	361		request_38	1603129574941	1603129589994	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST	499		request_13	1603129574977	1603129589995	OK	 
REQUEST	547		request_2	1603129583457	1603129589995	OK	 
REQUEST	355		request_43	1603129585143	1603129589995	OK	 
REQUEST	355		request_45	1603129585143	1603129589995	OK	 
REQUEST	355		request_41	1603129585143	1603129589995	OK	 
REQUEST	355		request_31	1603129585142	1603129589996	OK	 
REQUEST	493		request_12	1603129578210	1603129589997	OK	 
USER	AcessoMercadoAzul1	361	END	1603129526842	1603129589997
REQUEST	355		request_34	1603129585143	1603129589996	OK	 
REQUEST	355		request_47	1603129585144	1603129589998	OK	 
REQUEST	403		request_35	1603129581564	1603129590000	OK	 
REQUEST	549		request_1	1603129585058	1603129590001	OK	 
REQUEST	404		request_31	1603129589867	1603129590002	OK	 
REQUEST	404		request_41	1603129589867	1603129590002	OK	 
REQUEST	404		request_43	1603129589867	1603129590002	OK	 
REQUEST	404		request_34	1603129589867	1603129590002	OK	 
REQUEST	404		request_45	1603129589867	1603129590003	OK	 
REQUEST	404		request_47	1603129589867	1603129590003	OK	 
REQUEST	404		request_35	1603129589867	1603129590003	OK	 
REQUEST	365		request_38	1603129580022	1603129589997	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST	518		request_12	1603129578404	1603129590004	OK	 
USER	AcessoMercadoAzul1	403	END	1603129539342	1603129590005
REQUEST	389		request_35	1603129579591	1603129590009	OK	 
REQUEST	485		request_5	1603129575817	1603129590010	OK	 
REQUEST	405		request_31	1603129585215	1603129590010	OK	 
REQUEST	405		request_43	1603129585215	1603129590010	OK	 
REQUEST	405		request_41	1603129585215	1603129590010	OK	 
REQUEST	365		request_35	1603129580233	1603129590010	OK	 
REQUEST	405		request_34	1603129585215	1603129590010	OK	 
REQUEST	405		request_47	1603129585215	1603129590010	OK	 
REQUEST	405		request_45	1603129585215	1603129590010	OK	 
REQUEST	501		request_11	1603129579582	1603129590010	OK	 
REQUEST	517		request_1	1603129582782	1603129590011	OK	 
REQUEST	501		request_2	1603129579582	1603129590011	OK	 
REQUEST	501		request_13	1603129579582	1603129590011	OK	 
USER	AcessoMercadoAzul1	365	END	1603129527842	1603129590011
REQUEST	285		request_34	1603129579611	1603129590011	OK	 
REQUEST	536		request_5	1603129585998	1603129590011	OK	 
REQUEST	531		request_21	1603129584462	1603129590012	OK	 
REQUEST	387		request_22	1603129574970	1603129590012	OK	 
REQUEST	419		request_30	1603129584152	1603129590013	OK	 
REQUEST	450		request_22	1603129584539	1603129590014	OK	 
REQUEST	525		request_1	1603129586059	1603129590015	OK	 
REQUEST	567		request_10	1603129589493	1603129590015	OK	 
REQUEST	369		request_43	1603129584995	1603129590017	OK	 
REQUEST	369		request_31	1603129584994	1603129590017	OK	 
REQUEST	369		request_34	1603129584995	1603129590017	OK	 
REQUEST	369		request_45	1603129584995	1603129590017	OK	 
REQUEST	369		request_41	1603129584995	1603129590017	OK	 
REQUEST	485		request_13	1603129575817	1603129590017	OK	 
REQUEST	369		request_47	1603129584995	1603129590017	OK	 
REQUEST	513		request_13	1603129582577	1603129590017	OK	 
REQUEST	418		request_43	1603129586866	1603129590019	OK	 
REQUEST	418		request_41	1603129586866	1603129590020	OK	 
REQUEST	418		request_31	1603129586866	1603129590020	OK	 
REQUEST	418		request_47	1603129586867	1603129590020	OK	 
REQUEST	418		request_45	1603129586867	1603129590020	OK	 
REQUEST	429		request_38	1603129583205	1603129590020	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST	381		request_36	1603129580080	1603129590021	OK	 
USER	AcessoMercadoAzul1	381	END	1603129532842	1603129590021
REQUEST	285		request_43	1603129579611	1603129590021	OK	 
USER	AcessoMercadoAzul1	285	END	1603129503842	1603129590022
REQUEST	349		request_31	1603129586213	1603129590022	OK	 
REQUEST	349		request_43	1603129586213	1603129590022	OK	 
REQUEST	349		request_47	1603129586214	1603129590022	OK	 
REQUEST	349		request_45	1603129586214	1603129590022	OK	 
REQUEST	349		request_41	1603129586213	1603129590022	OK	 
REQUEST	349		request_34	1603129586214	1603129590022	OK	 
REQUEST	485		request_12	1603129575817	1603129590023	OK	 
REQUEST	509		request_13	1603129579639	1603129590023	OK	 
REQUEST	509		request_10	1603129579639	1603129590023	OK	 
REQUEST	501		request_12	1603129579582	1603129590023	OK	 
REQUEST	449		request_22	1603129584381	1603129590023	OK	 
REQUEST	481		request_22	1603129584426	1603129590024	OK	 
REQUEST	433		request_34	1603129578316	1603129590024	OK	 
REQUEST	399		request_36	1603129580752	1603129590026	OK	 
REQUEST	527		request_12	1603129579269	1603129590026	OK	 
REQUEST	479		request_22	1603129582776	1603129590026	OK	 
REQUEST	367		request_31	1603129584135	1603129590027	OK	 
REQUEST	431		request_30 Redirect 1	1603129579639	1603129590027	OK	 
REQUEST	478		request_13	1603129574919	1603129590033	OK	 
REQUEST	494		request_13	1603129578518	1603129590036	OK	 
REQUEST	494		request_10	1603129578518	1603129590036	OK	 
REQUEST	511		request_13	1603129576552	1603129590037	OK	 
REQUEST	465		request_12	1603129569863	1603129590037	OK	 
REQUEST	497		request_2	1603129579641	1603129590037	OK	 
REQUEST	529		request_2	1603129580954	1603129590037	OK	 
REQUEST	414		request_41	1603129586622	1603129590038	OK	 
REQUEST	414		request_31	1603129586622	1603129590038	OK	 
REQUEST	414		request_45	1603129586622	1603129590038	OK	 
REQUEST	414		request_34	1603129586622	1603129590038	OK	 
REQUEST	462		request_30	1603129586552	1603129590038	OK	 
REQUEST	414		request_47	1603129586622	1603129590039	OK	 
REQUEST	494		request_11	1603129578518	1603129590039	OK	 
REQUEST	414		request_43	1603129586622	1603129590039	OK	 
REQUEST	350		request_35	1603129578365	1603129590039	OK	 
REQUEST	350		request_43	1603129578365	1603129590041	OK	 
USER	AcessoMercadoAzul1	350	END	1603129523512	1603129590041
REQUEST	567		request_13	1603129589493	1603129590042	OK	 
REQUEST	398		request_45	1603129574996	1603129590043	OK	 
REQUEST	544		request_21	1603129589932	1603129590054	OK	 
REQUEST	480		request_21	1603129589942	1603129590055	OK	 
REQUEST	554		request_21	1603129588942	1603129590069	OK	 
REQUEST	524		request_21	1603129589152	1603129590083	OK	 
REQUEST	482		request_21	1603129589402	1603129590083	OK	 
REQUEST	551		request_0	1603129583842	1603129590083	OK	 
REQUEST	555		request_21	1603129589011	1603129590083	OK	 
REQUEST	470		request_21	1603129586982	1603129590083	OK	 
REQUEST	556		request_2	1603129588028	1603129590083	OK	 
USER	AcessoMercadoAzul1	572	START	1603129590092	1603129590092
REQUEST	556		request_11	1603129588028	1603129590098	OK	 
REQUEST	552		request_1	1603129589977	1603129590098	OK	 
REQUEST	490		request_5	1603129574917	1603129590098	OK	 
REQUEST	550		request_2	1603129585214	1603129590112	OK	 
REQUEST	430		request_31	1603129589979	1603129590112	OK	 
REQUEST	556		request_5	1603129588028	1603129590112	OK	 
REQUEST	460		request_31	1603129589979	1603129590112	OK	 
REQUEST	460		request_41	1603129589979	1603129590112	OK	 
REQUEST	406		request_36	1603129584229	1603129590112	OK	 
REQUEST	460		request_43	1603129589979	1603129590112	OK	 
REQUEST	430		request_41	1603129589979	1603129590132	OK	 
REQUEST	430		request_43	1603129589979	1603129590132	OK	 
REQUEST	453		request_21	1603129585542	1603129590132	OK	 
REQUEST	373		request_21	1603129586512	1603129590133	OK	 
REQUEST	556		request_10	1603129588028	1603129590135	OK	 
REQUEST	430		request_45	1603129589980	1603129590135	OK	 
REQUEST	550		request_10	1603129585214	1603129590140	OK	 
REQUEST	550		request_11	1603129585214	1603129590140	OK	 
REQUEST	489		request_21	1603129587262	1603129590140	OK	 
REQUEST	553		request_0	1603129584342	1603129590152	OK	 
REQUEST	556		request_13	1603129588028	1603129590152	OK	 
REQUEST	406		request_39	1603129584229	1603129590152	OK	 
REQUEST	460		request_34	1603129589979	1603129590167	OK	 
REQUEST	532		request_22	1603129589973	1603129590192	OK	 
REQUEST	460		request_47	1603129589988	1603129590192	OK	 
REQUEST	550		request_13	1603129585214	1603129590221	OK	 
REQUEST	556		request_12	1603129588028	1603129590248	OK	 
REQUEST	460		request_45	1603129589983	1603129590248	OK	 
REQUEST	550		request_12	1603129585214	1603129590248	OK	 
REQUEST	430		request_35	1603129589980	1603129590248	OK	 
REQUEST	374		request_31	1603129589991	1603129590253	OK	 
REQUEST	495		request_11	1603129575166	1603129590253	OK	 
REQUEST	460		request_35	1603129589979	1603129590253	OK	 
REQUEST	409		request_30	1603129588492	1603129590258	OK	 
REQUEST	404		icon?family=Material+Icons|Material+Icons+Outlined	1603129589867	1603129590269	OK	 
REQUEST	342		icon?family=Material+Icons|Material+Icons+Outlined	1603129586717	1603129590269	OK	 
REQUEST	406		request_38	1603129584229	1603129590269	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST	374		request_41	1603129589991	1603129590269	OK	 
REQUEST	374		request_43	1603129589991	1603129590269	OK	 
REQUEST	374		request_47	1603129589992	1603129590269	OK	 
REQUEST	252		icon?family=Material+Icons|Material+Icons+Outlined	1603129588924	1603129590275	OK	 
REQUEST	271		icon?family=Material+Icons|Material+Icons+Outlined	1603129584892	1603129590275	OK	 
REQUEST	363		icon?family=Material+Icons|Material+Icons+Outlined	1603129588733	1603129590275	OK	 
REQUEST	376		icon?family=Material+Icons|Material+Icons+Outlined	1603129587325	1603129590275	OK	 
REQUEST	460		icon?family=Material+Icons|Material+Icons+Outlined	1603129589988	1603129590275	OK	 
REQUEST	349		icon?family=Material+Icons|Material+Icons+Outlined	1603129586214	1603129590282	OK	 
REQUEST	418		icon?family=Material+Icons|Material+Icons+Outlined	1603129586867	1603129590282	OK	 
REQUEST	442		icon?family=Material+Icons|Material+Icons+Outlined	1603129588754	1603129590294	OK	 
REQUEST	405		icon?family=Material+Icons|Material+Icons+Outlined	1603129585215	1603129590294	OK	 
REQUEST	377		icon?family=Material+Icons|Material+Icons+Outlined	1603129585755	1603129590294	OK	 
REQUEST	517		request_2	1603129582782	1603129590294	OK	 
REQUEST	414		icon?family=Material+Icons|Material+Icons+Outlined	1603129586623	1603129590294	OK	 
REQUEST	527		request_5	1603129579268	1603129590294	OK	 
REQUEST	374		icon?family=Material+Icons|Material+Icons+Outlined	1603129589992	1603129590294	OK	 
REQUEST	502		request_2	1603129578418	1603129590294	OK	 
REQUEST	504		request_30	1603129588922	1603129590294	OK	 
REQUEST	486		request_30	1603129586952	1603129590295	OK	 
REQUEST	355		icon?family=Material+Icons|Material+Icons+Outlined	1603129585144	1603129590294	OK	 
REQUEST	369		icon?family=Material+Icons|Material+Icons+Outlined	1603129584995	1603129590300	OK	 
REQUEST	431		icon?family=Material+Icons|Material+Icons+Outlined	1603129590028	1603129590321	OK	 
USER	AcessoMercadoAzul1	573	START	1603129590342	1603129590342
REQUEST	430		icon?family=Material+Icons|Material+Icons+Outlined	1603129589993	1603129590344	OK	 
REQUEST	389		request_36	1603129579032	1603129590344	OK	 
REQUEST	430		request_35	1603129590249	1603129590379	OK	 
REQUEST	460		request_35	1603129590253	1603129590399	OK	 
REQUEST	409		request_30 Redirect 1	1603129590259	1603129590407	OK	 
REQUEST	374		request_34	1603129589991	1603129590427	OK	 
REQUEST	441		request_30 Redirect 1	1603129589981	1603129590471	OK	 
REQUEST	504		request_30 Redirect 1	1603129590294	1603129590537	OK	 
REQUEST	357		request_30 Redirect 1	1603129589981	1603129590537	OK	 
REQUEST	486		request_30 Redirect 1	1603129590295	1603129590537	OK	 
REQUEST	534		request_11	1603129580656	1603129590557	OK	 
REQUEST	516		request_2	1603129579173	1603129590557	OK	 
REQUEST	510		request_2	1603129583783	1603129590557	OK	 
REQUEST	546		request_11	1603129584538	1603129590557	OK	 
USER	AcessoMercadoAzul1	574	START	1603129590592	1603129590592
REQUEST	431		request_45	1603129590028	1603129590605	OK	 
REQUEST	341		request_39	1603129580120	1603129590659	OK	 
REQUEST	430		request_47	1603129589980	1603129590685	OK	 
REQUEST	409		icon?family=Material+Icons|Material+Icons+Outlined	1603129590408	1603129590692	OK	 
REQUEST	541		request_0	1603129580842	1603129590727	OK	 
REQUEST	441		icon?family=Material+Icons|Material+Icons+Outlined	1603129590471	1603129590762	OK	 
REQUEST	536		request_10	1603129585999	1603129590817	OK	 
REQUEST	431		request_41	1603129590028	1603129590817	OK	 
REQUEST	357		icon?family=Material+Icons|Material+Icons+Outlined	1603129590538	1603129590832	OK	 
REQUEST	500		request_21	1603129590362	1603129590832	OK	 
REQUEST	431		request_43	1603129590028	1603129590832	OK	 
REQUEST	498		request_0	1603129567842	1603129590832	OK	 
REQUEST	515		request_0	1603129572842	1603129590832	OK	 
REQUEST	341		request_38	1603129580120	1603129590832	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 400
REQUEST	504		icon?family=Material+Icons|Material+Icons+Outlined	1603129590538	1603129590839	OK	 
USER	AcessoMercadoAzul1	575	START	1603129590842	1603129590842
REQUEST	486		icon?family=Material+Icons|Material+Icons+Outlined	1603129590538	1603129590845	OK	 
REQUEST	526		request_11	1603129581236	1603129590871	OK	 
REQUEST	564		request_13	1603129588823	1603129590891	OK	 
REQUEST	443		request_13	1603129574972	1603129590891	OK	 
REQUEST	431		request_31	1603129590028	1603129590920	OK	 
REQUEST	537		request_5	1603129585409	1603129590920	OK	 
REQUEST	537		request_10	1603129585409	1603129590920	OK	 
REQUEST	409		request_31	1603129590408	1603129590920	OK	 
REQUEST	537		request_13	1603129585409	1603129590943	OK	 
REQUEST	430		request_34	1603129589979	1603129590943	OK	 
REQUEST	409		request_41	1603129590408	1603129590943	OK	 
REQUEST	409		request_43	1603129590408	1603129590943	OK	 
REQUEST	370		request_39	1603129580030	1603129590943	OK	 
REQUEST	409		request_34	1603129590408	1603129590943	OK	 
REQUEST	367		request_36	1603129584136	1603129590943	OK	 
REQUEST	409		request_35	1603129590408	1603129590943	OK	 
REQUEST	409		request_47	1603129590408	1603129590944	OK	 
REQUEST	409		request_45	1603129590408	1603129590944	OK	 
REQUEST	431		request_47	1603129590028	1603129590971	OK	 
REQUEST	431		request_35	1603129590028	1603129590972	OK	 
REQUEST	553		request_1	1603129590152	1603129591013	OK	 
REQUEST	510		request_10	1603129583783	1603129591013	OK	 
REQUEST	441		request_31	1603129590471	1603129591034	OK	 
REQUEST	543		request_0	1603129581352	1603129591034	OK	 
REQUEST	441		request_41	1603129590471	1603129591034	OK	 
REQUEST	441		request_43	1603129590471	1603129591034	OK	 
REQUEST	441		request_45	1603129590471	1603129591064	OK	 
REQUEST	441		request_47	1603129590471	1603129591064	OK	 
REQUEST	441		request_34	1603129590471	1603129591064	OK	 
