RUN	basic.CadastrarAnuncio1	cadastraranuncio1	1603504224786	teste	3.0.2
REQUEST	1		Post_Empresa	1603504233905	1603504240348	OK	 
REQUEST	5		Post_Anuncio	1603504239652	1603504240476	OK	 
REQUEST	3		Post_Anuncio	1603504239839	1603504240867	OK	 
REQUEST	6		Post_Anuncio	1603504239868	1603504240867	OK	 
REQUEST	7		Post_Anuncio	1603504239868	1603504240867	OK	 
REQUEST	12		Post_Anuncio	1603504239839	1603504240867	OK	 
REQUEST	13		Post_Anuncio	1603504239846	1603504240887	OK	 
REQUEST	18		Post_Anuncio	1603504239842	1603504240893	OK	 
REQUEST	15		Post_Anuncio	1603504239839	1603504240894	OK	 
REQUEST	14		Post_Anuncio	1603504239839	1603504240894	OK	 
REQUEST	16		Post_Anuncio	1603504239839	1603504240894	OK	 
REQUEST	2		Post_Anuncio	1603504239847	1603504240897	OK	 
REQUEST	19		Post_Anuncio	1603504240152	1603504241157	OK	 
REQUEST	4		Post_Anuncio	1603504240343	1603504241477	OK	 
REQUEST	8		Post_Anuncio	1603504240343	1603504241477	OK	 
REQUEST	11		Post_Anuncio	1603504240349	1603504241477	OK	 
REQUEST	10		Post_Anuncio	1603504240343	1603504241477	OK	 
REQUEST	9		Post_Anuncio	1603504240343	1603504241485	OK	 
REQUEST	17		Post_Anuncio	1603504240343	1603504241485	OK	 
REQUEST	1		Post_Anuncio	1603504240350	1603504241488	OK	 
REQUEST	20		Post_Anuncio	1603504240350	1603504241494	OK	 
REQUEST	5		Put_Anuncio_publicar	1603504240478	1603504242103	OK	 
REQUEST	3		Put_Anuncio_publicar	1603504240868	1603504242103	OK	 
USER	CadastrarAnuncio	3	END	1603504227143	1603504242112
USER	CadastrarAnuncio	5	END	1603504227145	1603504242112
REQUEST	18		Put_Anuncio_publicar	1603504240895	1603504242312	OK	 
REQUEST	12		Put_Anuncio_publicar	1603504240868	1603504242312	OK	 
USER	CadastrarAnuncio	12	END	1603504227153	1603504242314
USER	CadastrarAnuncio	18	END	1603504227162	1603504242314
REQUEST	13		Put_Anuncio_publicar	1603504240888	1603504242557	OK	 
USER	CadastrarAnuncio	13	END	1603504227154	1603504242559
REQUEST	7		Put_Anuncio_publicar	1603504240868	1603504242573	OK	 
REQUEST	6		Put_Anuncio_publicar	1603504240868	1603504242573	OK	 
REQUEST	16		Put_Anuncio_publicar	1603504240895	1603504242573	OK	 
REQUEST	15		Put_Anuncio_publicar	1603504240895	1603504242573	OK	 
USER	CadastrarAnuncio	15	END	1603504227159	1603504242574
USER	CadastrarAnuncio	7	END	1603504227146	1603504242574
USER	CadastrarAnuncio	6	END	1603504227146	1603504242574
USER	CadastrarAnuncio	16	END	1603504227160	1603504242575
REQUEST	14		Put_Anuncio_publicar	1603504240895	1603504242587	OK	 
USER	CadastrarAnuncio	14	END	1603504227155	1603504242589
REQUEST	19		Put_Anuncio_publicar	1603504241159	1603504242896	OK	 
REQUEST	2		Put_Anuncio_publicar	1603504240899	1603504242896	OK	 
REQUEST	11		Put_Anuncio_publicar	1603504241478	1603504242896	OK	 
USER	CadastrarAnuncio	2	END	1603504227140	1603504242898
USER	CadastrarAnuncio	19	END	1603504227163	1603504242898
USER	CadastrarAnuncio	11	END	1603504227152	1603504242898
REQUEST	4		Put_Anuncio_publicar	1603504241478	1603504243006	OK	 
USER	CadastrarAnuncio	4	END	1603504227144	1603504243007
REQUEST	1		Put_Anuncio_publicar	1603504241489	1603504243286	OK	 
REQUEST	9		Put_Anuncio_publicar	1603504241486	1603504243286	OK	 
REQUEST	8		Put_Anuncio_publicar	1603504241478	1603504243286	OK	 
USER	CadastrarAnuncio	1	END	1603504227110	1603504243287
USER	CadastrarAnuncio	9	END	1603504227148	1603504243287
USER	CadastrarAnuncio	8	END	1603504227147	1603504243288
REQUEST	20		Put_Anuncio_publicar	1603504241495	1603504243465	OK	 
REQUEST	17		Put_Anuncio_publicar	1603504241486	1603504243465	OK	 
REQUEST	10		Put_Anuncio_publicar	1603504241478	1603504243465	OK	 
USER	CadastrarAnuncio	17	END	1603504227161	1603504243466
USER	CadastrarAnuncio	10	END	1603504227149	1603504243466
USER	CadastrarAnuncio	20	END	1603504227164	1603504243467
